Time      compact_pages_moved compact_stall compact_fail compact_success thp_fault_alloc thp_fault_fallback thp_collapse_alloc thp_collapse_alloc_failed thp_split
22:24:52  0                   0             0            0               86658           0                  1654               0                         245      
22:24:54  0                   0             0            0               86658           0                  1654               0                         245      
22:24:56  0                   0             0            0               86658           0                  1654               0                         245      
22:24:58  0                   0             0            0               86658           0                  1654               0                         245      
22:25:00  0                   0             0            0               86658           0                  1654               0                         245      
22:25:02  0                   0             0            0               86658           0                  1654               0                         245      
22:25:04  0                   0             0            0               86658           0                  1654               0                         245      
22:25:06  0                   0             0            0               86658           0                  1654               0                         245      
22:25:08  0                   0             0            0               86658           0                  1654               0                         245      
22:25:10  0                   0             0            0               86658           0                  1654               0                         245      
22:25:12  0                   0             0            0               86658           0                  1654               0                         245      
22:25:14  0                   0             0            0               86658           0                  1654               0                         245      
22:25:16  0                   0             0            0               86658           0                  1654               0                         245      
22:25:18  0                   0             0            0               86658           0                  1654               0                         245      
22:25:20  0                   0             0            0               86658           0                  1654               0                         245      
22:25:22  0                   0             0            0               86658           0                  1654               0                         245      
22:25:24  0                   0             0            0               86658           0                  1654               0                         245      
22:25:26  0                   0             0            0               86658           0                  1654               0                         245      
22:25:28  0                   0             0            0               86658           0                  1654               0                         245      
22:25:30  0                   0             0            0               86658           0                  1654               0                         245      
22:25:32  0                   0             0            0               86658           0                  1654               0                         245      
22:25:34  0                   0             0            0               86658           0                  1654               0                         245      
22:25:36  0                   0             0            0               86658           0                  1654               0                         245      
22:25:38  0                   0             0            0               86658           0                  1654               0                         245      
22:25:40  0                   0             0            0               86658           0                  1654               0                         245      
22:25:42  0                   0             0            0               86658           0                  1654               0                         245      
22:25:44  0                   0             0            0               86658           0                  1654               0                         245      
22:25:46  0                   0             0            0               86658           0                  1654               0                         245      
22:25:48  0                   0             0            0               86658           0                  1654               0                         245      
22:25:50  0                   0             0            0               86658           0                  1654               0                         245      
22:25:52  0                   0             0            0               86658           0                  1654               0                         245      
22:25:54  0                   0             0            0               86658           0                  1654               0                         245      
22:25:56  0                   0             0            0               86658           0                  1654               0                         245      
22:25:58  0                   0             0            0               86658           0                  1654               0                         245      
22:26:00  0                   0             0            0               86658           0                  1654               0                         245      
22:26:02  0                   0             0            0               86658           0                  1654               0                         245      
22:26:04  0                   0             0            0               86658           0                  1654               0                         245      
22:26:06  0                   0             0            0               86658           0                  1654               0                         245      
22:26:08  0                   0             0            0               86658           0                  1654               0                         245      
22:26:10  0                   0             0            0               86658           0                  1654               0                         245      
22:26:12  0                   0             0            0               86658           0                  1654               0                         245      
22:26:14  0                   0             0            0               86658           0                  1654               0                         245      
Time      compact_pages_moved compact_stall compact_fail compact_success thp_fault_alloc thp_fault_fallback thp_collapse_alloc thp_collapse_alloc_failed thp_split
22:26:16  0                   0             0            0               86658           0                  1654               0                         245      
22:26:18  0                   0             0            0               86658           0                  1654               0                         245      
22:26:20  0                   0             0            0               86658           0                  1654               0                         245      
22:26:22  0                   0             0            0               86658           0                  1654               0                         245      
22:26:24  0                   0             0            0               86658           0                  1654               0                         245      
22:26:26  0                   0             0            0               86658           0                  1654               0                         245      
22:26:28  0                   0             0            0               86658           0                  1654               0                         245      
22:26:30  0                   0             0            0               86658           0                  1654               0                         245      
22:26:32  0                   0             0            0               86658           0                  1654               0                         245      
22:26:34  0                   0             0            0               86658           0                  1654               0                         245      
22:26:36  0                   0             0            0               86658           0                  1654               0                         245      
22:26:38  0                   0             0            0               86658           0                  1654               0                         245      
22:26:40  0                   0             0            0               86658           0                  1654               0                         245      
22:26:42  0                   0             0            0               86658           0                  1654               0                         245      
22:26:44  0                   0             0            0               86658           0                  1654               0                         245      
22:26:46  0                   0             0            0               86658           0                  1654               0                         245      
22:26:48  0                   0             0            0               86658           0                  1654               0                         245      
22:26:50  0                   0             0            0               86658           0                  1654               0                         245      
22:26:52  0                   0             0            0               86658           0                  1654               0                         245      
22:26:54  0                   0             0            0               86658           0                  1654               0                         245      
22:26:56  0                   0             0            0               86658           0                  1654               0                         245      
22:26:58  0                   0             0            0               86658           0                  1654               0                         245      
22:27:00  0                   0             0            0               86658           0                  1654               0                         245      
22:27:02  0                   0             0            0               86658           0                  1654               0                         245      
22:27:04  0                   0             0            0               86658           0                  1654               0                         245      
22:27:06  0                   0             0            0               86658           0                  1654               0                         245      
22:27:08  0                   0             0            0               86658           0                  1654               0                         245      
22:27:10  0                   0             0            0               86658           0                  1654               0                         245      
22:27:12  0                   0             0            0               86658           0                  1654               0                         245      
22:27:14  0                   0             0            0               86658           0                  1654               0                         245      
22:27:16  0                   0             0            0               86658           0                  1654               0                         245      
22:27:18  0                   0             0            0               86658           0                  1654               0                         245      
22:27:21  0                   0             0            0               86658           0                  1654               0                         245      
22:27:23  0                   0             0            0               86658           0                  1654               0                         245      
22:27:25  0                   0             0            0               86658           0                  1654               0                         245      
22:27:27  0                   0             0            0               86658           0                  1654               0                         245      
22:27:29  0                   0             0            0               86658           0                  1654               0                         245      
22:27:31  0                   0             0            0               86658           0                  1654               0                         245      
22:27:33  0                   0             0            0               86658           0                  1654               0                         245      
22:27:35  0                   0             0            0               86658           0                  1654               0                         245      
22:27:37  0                   0             0            0               86658           0                  1654               0                         245      
22:27:39  0                   0             0            0               86658           0                  1654               0                         245      
22:27:41  0                   0             0            0               86658           0                  1654               0                         245      
22:27:43  0                   0             0            0               86658           0                  1654               0                         245      
22:27:45  0                   0             0            0               86658           0                  1654               0                         245      
22:27:47  0                   0             0            0               86658           0                  1654               0                         245      
22:27:49  0                   0             0            0               86658           0                  1654               0                         245      
22:27:51  0                   0             0            0               86658           0                  1654               0                         245      
22:27:53  0                   0             0            0               86658           0                  1654               0                         245      
22:27:55  0                   0             0            0               86658           0                  1654               0                         245      
