Linux 2.6.32-431.3.1.el6.x86_64 (mule-perflab02.managed.contegix.com) 	03/20/2014 	_x86_64_	(24 CPU)

05:17:43 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
05:27:29 PM     all     68.30      1.26      6.45      0.00      0.00      0.00      2.52      0.00     21.46
05:27:31 PM     all     65.44      2.78      6.82      0.00      0.00      0.00      2.55      0.00     22.42
05:27:33 PM     all     68.29      0.46      6.73      0.00      0.00      0.00      2.50      0.00     22.01
05:27:35 PM     all     67.92      1.03      6.35      0.00      0.00      0.02      2.52      0.00     22.16
05:27:37 PM     all     68.51      0.13      6.53      0.00      0.00      0.00      2.46      0.00     22.38
05:27:39 PM     all     68.82      0.32      6.39      0.00      0.00      0.00      2.57      0.00     21.91
05:27:41 PM     all     68.45      0.19      6.42      0.00      0.00      0.00      2.46      0.00     22.47
05:27:43 PM     all     68.38      0.19      6.09      0.00      0.00      0.00      2.44      0.00     22.90
05:27:45 PM     all     67.80      1.22      6.50      0.00      0.00      0.00      2.48      0.00     22.00
05:27:47 PM     all     69.11      0.34      6.31      0.00      0.00      0.00      2.67      0.00     21.57
05:27:49 PM     all     69.59      0.11      6.43      0.00      0.00      0.00      2.56      0.00     21.31
05:27:51 PM     all     67.32      0.48      6.33      0.00      0.00      0.00      2.59      0.00     23.28
05:27:53 PM     all     67.69      0.40      6.30      0.00      0.00      0.00      2.57      0.00     23.04
05:27:55 PM     all     69.99      0.00      6.19      0.00      0.00      0.00      2.59      0.00     21.23
05:27:57 PM     all     68.06      0.00      6.19      0.00      0.00      0.00      2.42      0.00     23.32
05:27:59 PM     all     69.75      0.00      6.34      0.00      0.00      0.00      2.59      0.00     21.32
05:28:01 PM     all     67.29      0.00      6.74      0.00      0.00      0.00      2.46      0.00     23.50
05:28:03 PM     all     68.75      0.36      6.55      0.00      0.00      0.02      2.42      0.00     21.89
05:28:05 PM     all     67.55      0.02      6.54      0.00      0.00      0.00      2.49      0.00     23.41
05:28:07 PM     all     68.74      0.00      6.04      0.00      0.00      0.00      2.48      0.00     22.74
05:28:09 PM     all     68.11      0.00      6.38      0.00      0.00      0.00      2.46      0.00     23.05
05:28:11 PM     all     68.22      0.00      6.26      0.00      0.00      0.00      2.55      0.00     22.96
05:28:13 PM     all     69.59      0.00      6.26      0.00      0.00      0.00      2.68      0.00     21.47
05:28:15 PM     all     69.00      0.00      6.13      0.00      0.00      0.00      2.55      0.00     22.33
05:28:17 PM     all     68.68      0.00      6.26      0.00      0.00      0.00      2.65      0.00     22.42
05:28:19 PM     all     69.22      0.00      6.35      0.00      0.00      0.00      2.59      0.00     21.84
05:28:21 PM     all     67.17      0.00      6.32      0.00      0.00      0.00      2.46      0.00     24.05
05:28:23 PM     all     69.52      0.00      6.26      0.00      0.00      0.00      2.44      0.00     21.78
05:28:25 PM     all     67.21      0.00      5.96      0.00      0.00      0.00      2.44      0.00     24.39
05:28:27 PM     all     67.49      0.27      6.19      0.00      0.00      0.02      2.57      0.00     23.46
05:28:29 PM     all     65.64      1.22      6.63      0.00      0.00      0.00      2.38      0.00     24.13
05:28:31 PM     all     66.79      2.61      6.92      0.00      0.00      0.00      2.59      0.00     21.09
05:28:33 PM     all     68.54      0.48      6.54      0.00      0.00      0.00      2.21      0.00     22.22
05:28:35 PM     all     69.02      1.05      6.51      0.00      0.00      0.00      2.49      0.00     20.94
05:28:37 PM     all     68.87      0.15      6.37      0.00      0.00      0.00      2.42      0.00     22.19
05:28:39 PM     all     68.89      0.34      6.50      0.00      0.00      0.00      2.48      0.00     21.78
05:28:41 PM     all     67.56      0.15      6.44      0.00      0.00      0.00      2.46      0.00     23.39
05:28:43 PM     all     67.84      0.21      6.41      0.00      0.00      0.02      2.55      0.00     22.97
05:28:45 PM     all     66.95      1.31      6.27      0.00      0.00      0.00      2.67      0.00     22.80
05:28:47 PM     all     67.32      0.29      6.52      0.00      0.00      0.00      2.50      0.00     23.36
05:28:49 PM     all     68.61      0.19      6.55      0.00      0.00      0.00      2.53      0.00     22.12
05:28:51 PM     all     68.65      0.48      6.49      0.00      0.00      0.00      2.53      0.00     21.84
05:28:53 PM     all     69.11      0.32      6.58      0.00      0.00      0.00      2.42      0.00     21.57
05:28:55 PM     all     69.43      0.00      6.32      0.00      0.00      0.00      2.44      0.00     21.81
05:28:57 PM     all     69.56      0.00      6.17      0.00      0.00      0.00      2.58      0.00     21.70
05:28:59 PM     all     69.02      0.00      6.75      0.00      0.00      0.00      2.34      0.00     21.89
05:29:01 PM     all     67.48      0.02      6.07      0.00      0.00      0.00      2.53      0.00     23.90
05:29:03 PM     all     68.04      0.29      6.24      0.00      0.00      0.00      2.50      0.00     22.92
05:29:05 PM     all     67.10      0.00      6.15      0.00      0.00      0.00      2.38      0.00     24.37
05:29:07 PM     all     67.96      0.02      6.08      0.00      0.00      0.00      2.56      0.00     23.38
05:29:09 PM     all     69.50      0.00      6.31      0.00      0.00      0.00      2.55      0.00     21.64
05:29:11 PM     all     68.78      0.00      6.20      0.00      0.00      0.00      2.57      0.00     22.44
05:29:13 PM     all     69.69      0.00      6.19      0.00      0.00      0.00      2.52      0.00     21.60
05:29:15 PM     all     69.61      0.00      6.52      0.00      0.00      0.02      2.45      0.00     21.39
05:29:17 PM     all     69.70      0.00      6.27      0.00      0.00      0.00      2.50      0.00     21.52
05:29:19 PM     all     69.66      0.00      6.46      0.00      0.00      0.00      2.45      0.00     21.44
05:29:21 PM     all     68.23      0.00      6.32      0.00      0.00      0.00      2.55      0.00     22.89
05:29:23 PM     all     67.78      0.00      6.49      0.00      0.00      0.00      2.70      0.00     23.03
05:29:25 PM     all     68.98      0.00      6.11      0.00      0.00      0.00      2.69      0.00     22.22
05:29:27 PM     all     68.44      0.29      6.36      0.00      0.00      0.00      2.69      0.00     22.21
05:29:29 PM     all     67.27      1.26      6.83      0.00      0.00      0.00      2.53      0.00     22.11
05:29:31 PM     all     66.26      2.46      6.72      0.00      0.00      0.00      2.56      0.00     22.00
05:29:33 PM     all     69.13      0.61      6.73      0.00      0.00      0.00      2.34      0.00     21.19
05:29:35 PM     all     67.47      0.86      6.55      0.00      0.00      0.00      2.46      0.00     22.65
05:29:37 PM     all     68.94      0.15      6.36      0.00      0.00      0.00      2.40      0.00     22.14
05:29:39 PM     all     68.44      0.32      6.49      0.00      0.00      0.00      2.40      0.00     22.36
05:29:41 PM     all     67.83      0.19      6.14      0.00      0.00      0.00      2.34      0.00     23.50
05:29:43 PM     all     68.40      0.13      6.59      0.00      0.00      0.00      2.43      0.00     22.46
05:29:45 PM     all     67.05      1.20      6.61      0.00      0.00      0.00      2.30      0.00     22.85
05:29:47 PM     all     68.49      0.32      6.59      0.00      0.00      0.02      2.59      0.00     22.00
05:29:49 PM     all     68.29      0.25      6.21      0.00      0.00      0.00      2.42      0.00     22.82
05:29:51 PM     all     68.59      0.36      6.48      0.00      0.00      0.00      2.42      0.00     22.15
05:29:53 PM     all     61.60      0.27      5.92      0.00      0.00      0.00      2.15      0.00     30.05
05:29:55 PM     all     65.84      0.00      6.11      0.00      0.00      0.00      2.24      0.00     25.81
05:29:57 PM     all     68.18      0.00      6.39      0.00      0.00      0.00      2.45      0.00     22.98
05:29:59 PM     all     67.64      0.00      6.52      0.00      0.00      0.00      2.45      0.00     23.39
05:30:01 PM     all     65.70      0.06      6.26      0.00      0.00      0.00      2.40      0.00     25.58
05:30:03 PM     all     66.29      0.23      6.29      0.02      0.00      0.00      2.39      0.00     24.78
05:30:05 PM     all     66.84      0.02      6.25      0.00      0.00      0.00      2.27      0.00     24.61
05:30:07 PM     all     67.10      0.00      6.32      0.00      0.00      0.02      2.42      0.00     24.14
05:30:09 PM     all     67.52      0.00      6.24      0.00      0.00      0.00      2.38      0.00     23.86
05:30:11 PM     all     67.83      0.00      7.32      0.00      0.00      0.00      2.42      0.00     22.43
05:30:13 PM     all     67.73      0.00      6.27      0.00      0.00      0.00      2.38      0.00     23.62
05:30:15 PM     all     69.16      0.00      6.35      0.00      0.00      0.00      2.49      0.00     21.99
05:30:17 PM     all     68.84      0.00      6.41      0.00      0.00      0.00      2.44      0.00     22.31
05:30:19 PM     all     69.68      0.00      6.55      0.00      0.00      0.00      2.46      0.00     21.31
05:30:21 PM     all     67.00      0.00      6.10      0.00      0.00      0.00      2.39      0.00     24.50
05:30:23 PM     all     68.03      0.00      6.35      0.00      0.00      0.00      2.50      0.00     23.12
05:30:25 PM     all     68.40      0.00      5.93      0.00      0.00      0.00      2.26      0.00     23.41
05:30:27 PM     all     68.58      0.32      6.68      0.00      0.00      0.00      2.42      0.00     22.00
05:30:29 PM     all     65.22      1.26      6.37      0.00      0.00      0.00      2.23      0.00     24.93
05:30:31 PM     all     66.05      2.61      6.73      0.00      0.00      0.02      2.36      0.00     22.23
05:30:33 PM     all     66.63      0.65      6.21      0.00      0.00      0.00      2.44      0.00     24.06
05:30:35 PM     all     69.08      0.84      6.52      0.00      0.00      0.00      2.46      0.00     21.09
05:30:37 PM     all     68.63      0.15      6.38      0.00      0.00      0.00      2.47      0.00     22.38
05:30:39 PM     all     69.15      0.36      6.58      0.00      0.00      0.00      2.53      0.00     21.38
05:30:41 PM     all     66.55      0.21      6.15      0.00      0.00      0.00      2.46      0.00     24.63
05:30:43 PM     all     68.78      0.13      6.27      0.00      0.00      0.00      2.61      0.00     22.22
05:30:45 PM     all     67.78      1.29      6.53      0.00      0.00      0.00      2.44      0.00     21.96
05:30:47 PM     all     67.48      0.32      6.33      0.00      0.00      0.00      2.54      0.00     23.33
05:30:49 PM     all     67.33      0.27      6.17      0.00      0.00      0.00      2.40      0.00     23.81
05:30:51 PM     all     67.05      0.44      6.41      0.00      0.00      0.00      2.63      0.00     23.47
05:30:53 PM     all     69.15      0.29      6.33      0.00      0.00      0.00      2.59      0.00     21.64
05:30:55 PM     all     67.54      0.00      6.15      0.00      0.00      0.00      2.44      0.00     23.87
05:30:57 PM     all     68.87      0.00      6.59      0.00      0.00      0.02      2.57      0.00     21.95
05:30:59 PM     all     68.44      0.00      6.28      0.00      0.00      0.00      2.51      0.00     22.78
05:31:01 PM     all     67.24      0.06      6.24      0.00      0.00      0.00      2.41      0.00     24.05
05:31:03 PM     all     67.07      0.25      6.32      0.00      0.00      0.00      2.40      0.00     23.96
05:31:05 PM     all     68.82      0.00      6.34      0.00      0.00      0.00      2.42      0.00     22.41
05:31:07 PM     all     67.30      0.00      6.39      0.00      0.00      0.00      2.38      0.00     23.93
05:31:09 PM     all     66.26      0.00      6.36      0.00      0.00      0.00      2.40      0.00     24.98
05:31:11 PM     all     69.21      0.00      6.29      0.00      0.00      0.00      2.61      0.00     21.89
05:31:13 PM     all     69.10      0.00      6.34      0.00      0.00      0.00      2.37      0.00     22.20
05:31:15 PM     all     68.45      0.00      6.36      0.00      0.00      0.00      2.53      0.00     22.67
05:31:17 PM     all     68.97      0.00      6.40      0.00      0.00      0.00      2.60      0.00     22.03
05:31:19 PM     all     67.40      0.00      6.10      0.00      0.00      0.00      2.50      0.00     23.99
05:31:21 PM     all     65.58      0.00      6.30      0.00      0.00      0.00      2.22      0.00     25.89
05:31:23 PM     all     65.73      0.00      6.20      0.00      0.00      0.00      2.28      0.00     25.80
05:31:25 PM     all     68.13      0.00      6.60      0.00      0.00      0.00      2.48      0.00     22.79
05:31:27 PM     all     64.86      0.34      6.31      0.00      0.00      0.00      2.21      0.00     26.28
05:31:29 PM     all     65.75      1.31      6.46      0.00      0.00      0.00      2.32      0.00     24.17
05:31:31 PM     all     66.79      2.58      6.85      0.00      0.00      0.00      2.56      0.00     21.22
05:31:33 PM     all     68.32      0.65      6.32      0.00      0.00      0.00      2.49      0.00     22.22
05:31:35 PM     all     67.71      0.86      6.46      0.00      0.00      0.00      2.44      0.00     22.53
05:31:37 PM     all     69.01      0.15      6.50      0.00      0.00      0.02      2.42      0.00     21.91
05:31:39 PM     all     68.47      0.34      6.18      0.00      0.00      0.00      2.64      0.00     22.37
05:31:41 PM     all     67.84      0.23      6.34      0.00      0.00      0.00      2.49      0.00     23.10
05:31:43 PM     all     68.14      0.13      6.20      0.00      0.00      0.00      2.45      0.00     23.09
05:31:45 PM     all     66.74      1.37      6.12      0.00      0.00      0.00      2.47      0.00     23.30
05:31:47 PM     all     67.44      0.34      6.16      0.00      0.00      0.00      2.47      0.00     23.60
05:31:49 PM     all     66.81      0.25      6.38      0.00      0.00      0.00      2.42      0.00     24.13
05:31:51 PM     all     67.45      0.46      6.53      0.00      0.00      0.00      2.44      0.00     23.11
05:31:53 PM     all     69.48      0.34      6.36      0.00      0.00      0.00      2.68      0.00     21.14
05:31:55 PM     all     68.81      0.00      6.28      0.00      0.00      0.02      2.40      0.00     22.49
05:31:57 PM     all     66.79      0.00      6.26      0.00      0.00      0.00      2.38      0.00     24.57
05:31:59 PM     all     68.98      0.00      6.24      0.00      0.00      0.00      2.53      0.00     22.26
05:32:01 PM     all     68.17      0.04      6.24      0.00      0.00      0.00      2.40      0.00     23.15
05:32:03 PM     all     66.54      0.27      6.21      0.00      0.00      0.00      2.47      0.00     24.51
05:32:05 PM     all     67.10      0.00      6.22      0.00      0.00      0.00      2.55      0.00     24.13
05:32:07 PM     all     68.34      0.00      5.91      0.00      0.00      0.02      2.46      0.00     23.27
05:32:09 PM     all     67.57      0.00      6.28      0.00      0.00      0.00      2.47      0.00     23.68
05:32:11 PM     all     58.69      0.00      5.71      0.00      0.00      0.00      2.16      0.00     33.44
05:32:13 PM     all     69.49      0.00      6.15      0.00      0.00      0.00      2.57      0.00     21.79
05:32:15 PM     all     67.16      0.00      6.31      0.00      0.00      0.00      2.45      0.00     24.08
05:32:17 PM     all     68.97      0.02      6.08      0.00      0.00      0.00      2.43      0.00     22.51
05:32:19 PM     all     65.64      0.00      6.03      0.00      0.00      0.00      2.24      0.00     26.09
05:32:21 PM     all     65.04      0.00      6.03      0.00      0.00      0.00      2.36      0.00     26.57
05:32:23 PM     all     65.36      0.00      6.36      0.00      0.00      0.00      2.32      0.00     25.96
05:32:25 PM     all     66.43      0.00      6.41      0.00      0.00      0.00      2.32      0.00     24.84
05:32:27 PM     all     63.70      0.34      6.31      0.00      0.00      0.00      2.24      0.00     27.41
05:32:29 PM     all     64.44      1.12      6.45      0.00      0.00      0.00      2.21      0.00     25.78
05:32:31 PM     all     59.26      2.45      6.51      0.00      0.00      0.00      2.05      0.00     29.73
05:32:33 PM     all     65.40      0.63      6.06      0.00      0.00      0.02      2.40      0.00     25.48
05:32:35 PM     all     65.84      0.74      6.42      0.00      0.00      0.00      2.39      0.00     24.61
05:32:37 PM     all     67.36      0.17      6.51      0.00      0.00      0.00      2.40      0.00     23.56
05:32:39 PM     all     67.90      0.34      6.32      0.00      0.00      0.00      2.49      0.00     22.96
05:32:41 PM     all     65.54      0.23      6.37      0.00      0.00      0.00      2.36      0.00     25.51
05:32:43 PM     all     62.44      0.13      6.12      0.00      0.00      0.00      2.22      0.00     29.10
05:32:45 PM     all     66.66      1.24      6.51      0.00      0.00      0.00      2.46      0.00     23.13
05:32:47 PM     all     65.44      0.34      6.40      0.00      0.00      0.02      2.39      0.00     25.42
05:32:49 PM     all     63.58      0.25      6.59      0.00      0.00      0.00      2.28      0.00     27.30
05:32:51 PM     all     65.94      0.40      6.34      0.00      0.00      0.00      2.32      0.00     24.99
05:32:53 PM     all     67.75      0.30      6.22      0.00      0.00      0.00      2.38      0.00     23.36
05:32:55 PM     all     68.47      0.00      6.45      0.00      0.00      0.00      2.47      0.00     22.61
05:32:57 PM     all     66.71      0.00      6.49      0.00      0.00      0.00      2.47      0.00     24.33
05:32:59 PM     all     66.50      0.00      6.10      0.00      0.00      0.00      2.44      0.00     24.96
05:33:01 PM     all     65.96      0.08      6.26      0.00      0.00      0.00      2.36      0.00     25.33
05:33:03 PM     all     68.24      0.23      6.24      0.00      0.00      0.00      2.63      0.00     22.66
05:33:05 PM     all     65.51      0.00      6.43      0.00      0.00      0.00      2.38      0.00     25.68
05:33:07 PM     all     66.36      0.00      6.04      0.00      0.00      0.02      2.44      0.00     25.14
05:33:09 PM     all     65.31      0.00      6.51      0.00      0.00      0.00      2.33      0.00     25.85
05:33:11 PM     all     65.57      0.00      6.24      0.00      0.00      0.00      2.32      0.00     25.87
05:33:13 PM     all     66.53      0.00      6.16      0.00      0.00      0.00      2.43      0.00     24.89
05:33:15 PM     all     63.80      0.00      6.38      0.00      0.00      0.00      2.14      0.00     27.68
05:33:17 PM     all     66.04      0.00      6.29      0.00      0.00      0.00      2.43      0.00     25.25
05:33:19 PM     all     65.82      0.00      6.13      0.00      0.00      0.00      2.43      0.00     25.62
05:33:21 PM     all     65.01      0.00      6.29      0.00      0.00      0.00      2.27      0.00     26.42
05:33:23 PM     all     66.73      0.00      6.47      0.00      0.00      0.00      2.51      0.00     24.29
05:33:25 PM     all     63.97      0.00      6.08      0.00      0.00      0.00      2.30      0.00     27.65
05:33:27 PM     all     65.86      0.34      6.21      0.00      0.00      0.00      2.23      0.00     25.36
05:33:29 PM     all     64.05      1.24      6.30      0.00      0.00      0.00      2.23      0.00     26.17
05:33:31 PM     all     64.82      2.54      6.81      0.00      0.00      0.00      2.29      0.00     23.55
05:33:33 PM     all     66.65      0.67      6.36      0.00      0.00      0.00      2.34      0.00     23.98
05:33:35 PM     all     64.94      0.76      6.61      0.00      0.00      0.00      2.24      0.00     25.45
05:33:37 PM     all     67.62      0.19      6.30      0.00      0.00      0.00      2.40      0.00     23.48
05:33:39 PM     all     65.05      0.36      6.15      0.00      0.00      0.02      2.21      0.00     26.22
05:33:41 PM     all     64.65      0.21      6.27      0.00      0.00      0.00      2.34      0.00     26.53
05:33:43 PM     all     61.33      0.13      6.21      0.00      0.00      0.00      2.07      0.00     30.27
05:33:45 PM     all     64.35      1.22      6.32      0.00      0.00      0.00      2.26      0.00     25.84
05:33:47 PM     all     65.89      0.30      6.43      0.00      0.00      0.00      2.26      0.00     25.13
05:33:49 PM     all     66.38      0.30      6.34      0.00      0.00      0.00      2.32      0.00     24.66
05:33:51 PM     all     67.12      0.42      6.30      0.00      0.00      0.02      2.36      0.00     23.77
05:33:53 PM     all     65.27      0.30      6.28      0.00      0.00      0.00      2.42      0.00     25.73
05:33:55 PM     all     67.27      0.00      6.30      0.00      0.00      0.00      2.53      0.00     23.90
05:33:57 PM     all     67.48      0.00      6.48      0.00      0.00      0.00      2.34      0.00     23.70
05:33:59 PM     all     65.96      0.00      6.36      0.00      0.00      0.00      2.32      0.00     25.35
05:34:01 PM     all     62.53      0.13      6.29      0.00      0.00      0.00      2.28      0.00     28.77
05:34:03 PM     all     65.82      0.17      6.53      0.00      0.00      0.00      2.42      0.00     25.06
05:34:05 PM     all     66.60      0.00      6.31      0.00      0.00      0.00      2.36      0.00     24.73
05:34:07 PM     all     63.44      0.00      6.27      0.00      0.00      0.00      2.20      0.00     28.09
05:34:09 PM     all     66.13      0.00      6.42      0.00      0.00      0.00      2.27      0.00     25.17
05:34:11 PM     all     66.10      0.00      6.24      0.00      0.00      0.00      2.36      0.00     25.31
05:34:13 PM     all     67.05      0.00      6.13      0.00      0.00      0.00      2.44      0.00     24.38
05:34:15 PM     all     66.04      0.00      6.16      0.00      0.00      0.02      2.32      0.00     25.45
05:34:17 PM     all     64.92      0.00      6.15      0.00      0.00      0.00      2.32      0.00     26.62
05:34:19 PM     all     66.20      0.00      5.97      0.00      0.00      0.00      2.51      0.00     25.32
05:34:21 PM     all     63.55      0.00      6.44      0.00      0.00      0.00      2.15      0.00     27.86
05:34:23 PM     all     64.17      0.00      6.38      0.00      0.00      0.02      2.24      0.00     27.20
05:34:25 PM     all     62.91      0.00      6.26      0.00      0.00      0.00      2.28      0.00     28.55
05:34:27 PM     all     64.28      0.36      6.07      0.00      0.00      0.00      2.11      0.00     27.18
05:34:29 PM     all     64.99      1.27      6.65      0.00      0.00      0.00      2.22      0.00     24.88
05:34:31 PM     all     63.94      2.36      6.90      0.00      0.00      0.00      2.38      0.00     24.41
05:34:33 PM     all     65.62      0.76      6.68      0.00      0.00      0.00      2.42      0.00     24.52
05:34:35 PM     all     67.11      0.84      6.66      0.00      0.00      0.00      2.49      0.00     22.90
05:34:37 PM     all     66.84      0.13      6.38      0.00      0.00      0.00      2.40      0.00     24.25
05:34:39 PM     all     63.56      0.32      5.88      0.00      0.00      0.00      2.32      0.00     27.93
05:34:41 PM     all     62.02      0.30      6.39      0.00      0.00      0.00      2.26      0.00     29.03
05:34:43 PM     all     63.30      0.00      6.04      0.00      0.00      0.00      2.15      0.00     28.51
05:34:45 PM     all     67.30      1.26      6.50      0.00      0.00      0.00      2.59      0.00     22.36
05:34:47 PM     all     68.94      0.29      6.57      0.00      0.00      0.00      2.63      0.00     21.57
05:34:49 PM     all     68.60      0.29      6.20      0.00      0.00      0.02      2.58      0.00     22.31
05:34:51 PM     all     68.72      0.38      6.47      0.00      0.00      0.00      2.38      0.00     22.05
05:34:53 PM     all     68.77      0.32      6.26      0.00      0.00      0.00      2.44      0.00     22.22
05:34:55 PM     all     70.16      0.00      6.04      0.00      0.00      0.00      2.36      0.00     21.45
05:34:57 PM     all     69.69      0.00      6.22      0.00      0.00      0.00      2.50      0.00     21.58
05:34:59 PM     all     34.85      0.00      3.41      0.00      0.00      0.00      1.30      0.00     60.44
05:35:01 PM     all      0.29      0.10      0.69      0.00      0.00      0.00      0.00      0.00     98.92
05:35:03 PM     all      0.31      0.10      0.63      0.00      0.00      0.00      0.00      0.00     98.96
05:35:05 PM     all      0.27      0.00      0.65      0.00      0.00      0.00      0.00      0.00     99.08
05:35:07 PM     all      0.31      0.00      0.60      0.00      0.00      0.00      0.00      0.00     99.08
05:35:09 PM     all      0.29      0.00      0.65      0.00      0.00      0.00      0.00      0.00     99.06
05:35:11 PM     all      0.48      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.52
05:35:13 PM     all      0.27      0.00      0.67      0.00      0.00      0.00      0.00      0.00     99.06
05:35:15 PM     all      0.31      0.00      0.67      0.00      0.00      0.00      0.00      0.00     99.02
05:35:17 PM     all      0.27      0.00      0.60      0.00      0.00      0.00      0.00      0.00     99.12
05:35:19 PM     all      0.27      0.00      0.60      0.00      0.00      0.00      0.00      0.00     99.12
05:35:21 PM     all      0.31      0.00      0.63      0.00      0.00      0.00      0.00      0.00     99.06
05:35:23 PM     all      0.29      0.00      0.63      0.00      0.00      0.00      0.00      0.00     99.08
05:35:25 PM     all      0.27      0.00      0.63      0.00      0.00      0.00      0.00      0.00     99.10
