Linux 2.6.32-431.3.1.el6.x86_64 (mule-perflab02.managed.contegix.com) 	03/20/2014 	_x86_64_	(24 CPU)

05:17:43 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
05:18:25 PM     all     68.14      0.00      6.70      0.00      0.00      0.00      2.51      0.00     22.64
05:18:27 PM     all     68.25      0.11      6.19      0.00      0.00      0.00      2.57      0.00     22.88
05:18:29 PM     all     68.03      1.20      6.24      0.00      0.00      0.00      2.50      0.00     22.03
05:18:31 PM     all     66.81      2.86      7.00      0.00      0.00      0.00      2.59      0.00     20.74
05:18:33 PM     all     69.18      0.17      6.43      0.00      0.00      0.00      2.53      0.00     21.69
05:18:35 PM     all     67.69      1.22      6.50      0.00      0.00      0.00      2.61      0.00     21.97
05:18:37 PM     all     69.48      0.15      6.28      0.00      0.00      0.00      2.40      0.00     21.69
05:18:39 PM     all     69.63      0.21      6.25      0.00      0.00      0.00      2.46      0.00     21.46
05:18:41 PM     all     69.57      0.13      6.14      0.00      0.00      0.00      2.61      0.00     21.56
05:18:43 PM     all     68.49      0.36      6.30      0.00      0.00      0.02      2.51      0.00     22.33
05:18:45 PM     all     67.95      1.26      6.47      0.00      0.00      0.00      2.42      0.00     21.90
05:18:47 PM     all     67.42      0.21      6.15      0.00      0.00      0.00      2.38      0.00     23.85
05:18:49 PM     all     68.66      0.17      6.31      0.00      0.00      0.00      2.45      0.00     22.41
05:18:51 PM     all     67.48      0.44      6.02      0.00      0.00      0.00      2.40      0.00     23.66
05:18:53 PM     all     68.13      0.40      6.42      0.00      0.00      0.00      2.51      0.00     22.55
05:18:55 PM     all     68.70      0.04      6.51      0.00      0.00      0.00      2.44      0.00     22.30
05:18:57 PM     all     68.90      0.00      6.23      0.00      0.00      0.00      2.46      0.00     22.40
05:18:59 PM     all     68.82      0.00      6.57      0.00      0.00      0.00      2.49      0.00     22.12
05:19:01 PM     all     69.75      0.02      6.36      0.00      0.00      0.00      2.42      0.00     21.45
05:19:03 PM     all     69.34      0.29      6.39      0.00      0.00      0.00      2.59      0.00     21.38
05:19:05 PM     all     68.32      0.00      6.47      0.00      0.00      0.02      2.33      0.00     22.86
05:19:07 PM     all     68.82      0.00      6.35      0.00      0.00      0.00      2.55      0.00     22.29
05:19:09 PM     all     68.99      0.02      6.73      0.00      0.00      0.00      2.62      0.00     21.65
05:19:11 PM     all     69.01      0.00      6.36      0.00      0.00      0.00      2.44      0.00     22.19
05:19:13 PM     all     69.22      0.00      6.62      0.00      0.00      0.00      2.47      0.00     21.69
05:19:15 PM     all     68.07      0.00      6.22      0.00      0.00      0.00      2.48      0.00     23.23
05:19:17 PM     all     68.79      0.00      5.92      0.00      0.00      0.00      2.42      0.00     22.87
05:19:19 PM     all     69.13      0.00      6.55      0.00      0.00      0.00      2.59      0.00     21.72
05:19:21 PM     all     69.17      0.00      6.18      0.00      0.00      0.00      2.46      0.00     22.19
05:19:23 PM     all     69.61      0.00      6.24      0.00      0.00      0.00      2.42      0.00     21.73
05:19:25 PM     all     69.23      0.00      6.17      0.00      0.00      0.00      2.47      0.00     22.13
05:19:27 PM     all     69.07      0.15      6.40      0.00      0.00      0.00      2.61      0.00     21.78
05:19:29 PM     all     67.82      1.24      6.38      0.00      0.00      0.00      2.46      0.00     22.09
05:19:31 PM     all     65.37      2.78      6.82      0.00      0.00      0.00      2.32      0.00     22.72
05:19:33 PM     all     68.93      0.27      6.43      0.00      0.00      0.02      2.45      0.00     21.90
05:19:35 PM     all     68.30      1.12      6.43      0.00      0.00      0.00      2.46      0.00     21.70
05:19:37 PM     all     68.64      0.17      6.07      0.00      0.00      0.00      2.50      0.00     22.61
05:19:39 PM     all     68.51      0.19      6.26      0.00      0.00      0.00      2.42      0.00     22.61
05:19:41 PM     all     69.36      0.19      6.21      0.00      0.00      0.00      2.42      0.00     21.82
05:19:43 PM     all     67.63      0.25      6.12      0.00      0.00      0.00      2.38      0.00     23.62
05:19:45 PM     all     67.26      1.30      6.35      0.00      0.00      0.00      2.36      0.00     22.73
05:19:47 PM     all     69.03      0.21      6.20      0.00      0.00      0.00      2.54      0.00     22.01
05:19:49 PM     all     68.80      0.21      6.29      0.00      0.00      0.00      2.42      0.00     22.27
05:19:51 PM     all     67.68      0.48      6.40      0.00      0.00      0.00      2.40      0.00     23.04
05:19:53 PM     all     68.80      0.34      6.64      0.00      0.00      0.00      2.63      0.00     21.60
05:19:55 PM     all     68.03      0.00      6.41      0.00      0.00      0.00      2.52      0.00     23.04
05:19:57 PM     all     70.12      0.00      6.25      0.00      0.00      0.00      2.63      0.00     21.01
05:19:59 PM     all     68.38      0.00      6.11      0.00      0.00      0.00      2.51      0.00     23.01
05:20:01 PM     all     67.22      0.00      6.50      0.00      0.00      0.02      2.59      0.00     23.67
05:20:03 PM     all     68.18      0.32      6.53      0.00      0.00      0.00      2.40      0.00     22.57
05:20:05 PM     all     68.73      0.00      6.27      0.00      0.00      0.00      2.54      0.00     22.46
05:20:07 PM     all     66.41      0.00      6.48      0.00      0.00      0.00      2.36      0.00     24.75
05:20:09 PM     all     67.19      0.00      6.33      0.00      0.00      0.00      2.39      0.00     24.09
05:20:11 PM     all     67.15      0.00      6.58      0.00      0.00      0.00      2.25      0.00     24.02
05:20:13 PM     all     65.98      0.00      6.59      0.00      0.00      0.00      2.28      0.00     25.15
05:20:15 PM     all     66.91      0.00      6.31      0.00      0.00      0.00      2.45      0.00     24.34
05:20:17 PM     all     65.80      0.00      6.23      0.00      0.00      0.02      2.36      0.00     25.59
05:20:19 PM     all     66.70      0.00      6.54      0.00      0.00      0.00      2.26      0.00     24.50
05:20:21 PM     all     66.88      0.00      6.29      0.00      0.00      0.00      2.34      0.00     24.49
05:20:23 PM     all     67.34      0.00      6.46      0.00      0.00      0.00      2.36      0.00     23.84
05:20:25 PM     all     66.37      0.00      6.64      0.00      0.00      0.00      2.32      0.00     24.67
05:20:27 PM     all     66.08      0.17      6.55      0.00      0.00      0.00      2.28      0.00     24.93
05:20:29 PM     all     65.54      1.22      6.65      0.00      0.00      0.00      2.32      0.00     24.27
05:20:31 PM     all     64.49      2.70      6.84      0.00      0.00      0.00      2.13      0.00     23.84
05:20:33 PM     all     65.81      0.36      6.58      0.00      0.00      0.00      2.39      0.00     24.86
05:20:35 PM     all     66.17      1.10      6.50      0.00      0.00      0.02      2.30      0.00     23.90
05:20:37 PM     all     66.71      0.15      6.93      0.00      0.00      0.00      2.43      0.00     23.78
05:20:39 PM     all     67.02      0.21      6.55      0.00      0.00      0.00      2.34      0.00     23.88
05:20:41 PM     all     66.37      0.17      6.33      0.00      0.00      0.00      2.34      0.00     24.79
05:20:43 PM     all     66.02      0.29      6.21      0.00      0.00      0.00      2.36      0.00     25.11
05:20:45 PM     all     65.46      1.33      6.54      0.00      0.00      0.00      2.26      0.00     24.41
05:20:47 PM     all     66.42      0.23      6.59      0.00      0.00      0.00      2.44      0.00     24.31
05:20:49 PM     all     65.35      0.21      6.76      0.00      0.00      0.02      2.45      0.00     25.21
05:20:51 PM     all     64.86      0.48      6.43      0.00      0.00      0.00      2.11      0.00     26.12
05:20:53 PM     all     65.84      0.40      6.01      0.00      0.00      0.00      2.26      0.00     25.49
05:20:55 PM     all     66.69      0.02      6.45      0.00      0.00      0.00      2.34      0.00     24.49
05:20:57 PM     all     66.48      0.00      6.24      0.00      0.00      0.00      2.42      0.00     24.86
05:20:59 PM     all     66.22      0.00      6.45      0.00      0.00      0.00      2.34      0.00     24.98
05:21:01 PM     all     66.40      0.00      6.47      0.00      0.00      0.00      2.30      0.00     24.83
05:21:03 PM     all     66.31      0.34      6.50      0.00      0.00      0.00      2.34      0.00     24.51
05:21:05 PM     all     66.36      0.00      6.68      0.00      0.00      0.00      2.41      0.00     24.55
05:21:07 PM     all     66.62      0.02      6.19      0.00      0.00      0.00      2.39      0.00     24.78
05:21:09 PM     all     66.57      0.00      6.23      0.00      0.00      0.00      2.28      0.00     24.93
05:21:11 PM     all     66.71      0.00      6.18      0.00      0.00      0.00      2.36      0.00     24.75
05:21:13 PM     all     65.34      0.00      6.19      0.00      0.00      0.00      2.28      0.00     26.19
05:21:15 PM     all     66.31      0.00      6.32      0.00      0.00      0.00      2.49      0.00     24.88
05:21:17 PM     all     61.78      0.00      6.30      0.00      0.00      0.02      1.99      0.00     29.91
05:21:19 PM     all     60.97      0.00      6.37      0.00      0.00      0.00      2.09      0.00     30.57
05:21:21 PM     all     61.00      0.00      6.48      0.00      0.00      0.00      2.00      0.00     30.52
05:21:23 PM     all     61.61      0.00      6.36      0.00      0.00      0.00      2.20      0.00     29.82
05:21:25 PM     all     61.99      0.00      6.50      0.00      0.00      0.00      1.96      0.00     29.54
05:21:27 PM     all     61.36      0.19      6.09      0.00      0.00      0.00      2.09      0.00     30.27
05:21:29 PM     all     61.12      1.25      6.67      0.00      0.00      0.00      2.16      0.00     28.80
05:21:31 PM     all     59.74      2.85      6.89      0.00      0.00      0.00      2.20      0.00     28.32
05:21:33 PM     all     62.10      0.36      6.32      0.00      0.00      0.00      2.12      0.00     29.10
05:21:35 PM     all     62.33      1.12      6.24      0.00      0.00      0.02      2.07      0.00     28.22
05:21:37 PM     all     60.42      0.13      6.41      0.00      0.00      0.00      2.07      0.00     30.96
05:21:39 PM     all     61.73      0.23      6.42      0.00      0.00      0.00      1.95      0.00     29.66
05:21:41 PM     all     61.52      0.13      6.41      0.00      0.00      0.02      2.12      0.00     29.79
05:21:43 PM     all     61.97      0.32      6.22      0.00      0.00      0.00      2.05      0.00     29.44
05:21:45 PM     all     61.11      1.23      6.56      0.00      0.00      0.00      2.18      0.00     28.92
05:21:47 PM     all     61.42      0.25      6.52      0.00      0.00      0.00      2.03      0.00     29.77
05:21:49 PM     all     61.36      0.19      6.38      0.00      0.00      0.00      2.11      0.00     29.95
05:21:51 PM     all     61.23      0.47      6.28      0.00      0.00      0.00      2.07      0.00     29.95
05:21:53 PM     all     60.91      0.34      6.29      0.00      0.00      0.00      1.88      0.00     30.58
05:21:55 PM     all     61.93      0.00      6.34      0.00      0.00      0.00      1.99      0.00     29.74
05:21:57 PM     all     61.85      0.00      6.17      0.00      0.00      0.00      2.07      0.00     29.91
05:21:59 PM     all     60.99      0.00      6.00      0.00      0.00      0.02      2.05      0.00     30.94
05:22:01 PM     all     61.99      0.00      6.67      0.00      0.00      0.00      2.06      0.00     29.28
05:22:03 PM     all     61.28      0.34      6.23      0.00      0.00      0.00      1.88      0.00     30.26
05:22:05 PM     all     61.87      0.00      6.16      0.00      0.00      0.00      2.04      0.00     29.93
05:22:07 PM     all     61.58      0.00      6.29      0.00      0.00      0.00      2.01      0.00     30.11
05:22:09 PM     all     62.29      0.00      6.21      0.00      0.00      0.00      2.01      0.00     29.49
05:22:11 PM     all     61.06      0.00      6.38      0.00      0.00      0.00      2.06      0.00     30.51
05:22:13 PM     all     61.73      0.00      6.12      0.00      0.00      0.00      2.08      0.00     30.07
05:22:15 PM     all     61.54      0.00      5.96      0.00      0.00      0.00      2.18      0.00     30.32
05:22:17 PM     all     61.19      0.00      6.23      0.00      0.00      0.00      2.10      0.00     30.48
05:22:19 PM     all     61.73      0.00      6.39      0.00      0.00      0.00      2.05      0.00     29.84
05:22:21 PM     all     62.68      0.00      6.32      0.00      0.00      0.00      2.01      0.00     28.99
05:22:23 PM     all     64.95      0.00      6.18      0.00      0.00      0.00      2.31      0.00     26.57
05:22:25 PM     all     57.28      0.00      6.15      0.00      0.00      0.02      1.78      0.00     34.77
05:22:27 PM     all     56.73      0.23      6.27      0.00      0.00      0.00      1.72      0.00     35.04
05:22:29 PM     all     59.25      1.10      6.35      0.00      0.00      0.00      1.91      0.00     31.39
05:22:31 PM     all     57.36      2.74      6.71      0.00      0.00      0.00      1.85      0.00     31.35
05:22:33 PM     all     58.90      0.34      6.28      0.00      0.00      0.00      1.76      0.00     32.71
05:22:35 PM     all     56.55      1.13      6.22      0.00      0.00      0.00      1.68      0.00     34.43
05:22:37 PM     all     58.02      0.15      6.33      0.00      0.00      0.00      1.70      0.00     33.81
05:22:39 PM     all     57.39      0.28      5.90      0.00      0.00      0.02      1.74      0.00     34.68
05:22:41 PM     all     59.54      0.15      6.13      0.00      0.00      0.00      1.85      0.00     32.34
05:22:43 PM     all     57.70      0.25      6.24      0.00      0.00      0.00      1.76      0.00     34.04
05:22:45 PM     all     60.53      1.27      6.22      0.00      0.00      0.00      2.07      0.00     29.90
05:22:47 PM     all     58.72      0.28      6.63      0.00      0.00      0.00      2.00      0.00     32.38
05:22:49 PM     all     58.56      0.19      6.30      0.00      0.00      0.00      1.93      0.00     33.02
05:22:51 PM     all     58.31      0.49      6.37      0.00      0.00      0.00      1.76      0.00     33.07
05:22:53 PM     all     57.62      0.30      6.17      0.00      0.00      0.02      1.76      0.00     34.13
05:22:55 PM     all     58.22      0.00      6.04      0.00      0.00      0.00      1.88      0.00     33.85
05:22:57 PM     all     57.17      0.00      6.30      0.00      0.00      0.00      1.70      0.00     34.83
05:22:59 PM     all     58.45      0.00      6.29      0.00      0.00      0.00      1.65      0.00     33.61
05:23:01 PM     all     58.28      0.00      6.11      0.00      0.00      0.00      1.91      0.00     33.69
05:23:03 PM     all     57.89      0.30      6.21      0.00      0.00      0.00      1.72      0.00     33.88
05:23:05 PM     all     56.27      0.00      5.85      0.00      0.00      0.00      1.95      0.00     35.93
05:23:07 PM     all     59.22      0.00      6.14      0.00      0.00      0.00      2.05      0.00     32.59
05:23:09 PM     all     57.49      0.00      6.38      0.00      0.00      0.00      1.87      0.00     34.26
05:23:11 PM     all     59.30      0.00      6.12      0.00      0.00      0.00      1.95      0.00     32.63
05:23:13 PM     all     58.79      0.00      5.96      0.00      0.00      0.00      1.76      0.00     33.48
05:23:15 PM     all     57.56      0.00      6.39      0.00      0.00      0.00      1.82      0.00     34.23
05:23:17 PM     all     57.21      0.00      5.95      0.00      0.00      0.02      1.72      0.00     35.10
05:23:19 PM     all     58.70      0.00      6.20      0.00      0.00      0.00      1.91      0.00     33.18
05:23:21 PM     all     58.15      0.00      6.05      0.00      0.00      0.00      1.76      0.00     34.05
05:23:23 PM     all     59.01      0.00      6.13      0.00      0.00      0.00      1.97      0.00     32.89
05:23:25 PM     all     57.38      0.00      6.12      0.00      0.00      0.00      1.78      0.00     34.72
05:23:27 PM     all     59.55      0.23      6.04      0.00      0.00      0.00      1.89      0.00     32.29
05:23:29 PM     all     62.75      1.18      6.49      0.00      0.00      0.00      2.18      0.00     27.40
05:23:31 PM     all     52.92      2.63      6.84      0.00      0.00      0.00      1.55      0.00     36.05
05:23:33 PM     all     55.70      0.40      6.04      0.00      0.00      0.02      1.78      0.00     36.05
05:23:35 PM     all     56.07      1.02      6.29      0.00      0.00      0.00      1.68      0.00     34.94
05:23:37 PM     all     54.79      0.17      5.92      0.00      0.00      0.00      1.68      0.00     37.43
05:23:39 PM     all     55.99      0.30      6.09      0.00      0.00      0.00      1.74      0.00     35.88
05:23:41 PM     all     57.50      0.11      5.89      0.00      0.00      0.00      1.82      0.00     34.68
05:23:43 PM     all     57.73      0.26      5.89      0.02      0.00      0.00      1.70      0.00     34.41
05:23:45 PM     all     53.98      1.23      6.05      0.00      0.00      0.00      1.76      0.00     36.98
05:23:47 PM     all     56.95      0.25      6.24      0.00      0.00      0.00      1.78      0.00     34.78
05:23:49 PM     all     54.61      0.19      6.27      0.00      0.00      0.00      1.72      0.00     37.21
05:23:51 PM     all     56.37      0.51      6.04      0.00      0.00      0.00      1.85      0.00     35.23
05:23:53 PM     all     55.29      0.30      6.18      0.00      0.00      0.02      1.68      0.00     36.54
05:23:55 PM     all     55.81      0.00      6.05      0.00      0.00      0.00      1.64      0.00     36.50
05:23:57 PM     all     55.73      0.00      5.71      0.00      0.00      0.00      1.53      0.00     37.03
05:23:59 PM     all     57.27      0.00      6.29      0.00      0.00      0.00      1.72      0.00     34.72
05:24:01 PM     all     55.59      0.00      6.19      0.00      0.00      0.00      1.51      0.00     36.71
05:24:03 PM     all     54.75      0.32      6.24      0.00      0.00      0.00      1.68      0.00     37.01
05:24:05 PM     all     53.80      0.00      6.09      0.00      0.00      0.00      1.66      0.00     38.45
05:24:07 PM     all     54.17      0.00      5.97      0.00      0.00      0.00      1.74      0.00     38.12
05:24:09 PM     all     54.02      0.00      5.79      0.00      0.00      0.00      1.66      0.00     38.53
05:24:11 PM     all     55.57      0.00      6.04      0.00      0.00      0.00      1.65      0.00     36.73
05:24:13 PM     all     57.73      0.00      5.83      0.00      0.00      0.02      1.78      0.00     34.64
05:24:15 PM     all     54.93      0.00      5.96      0.00      0.00      0.00      1.55      0.00     37.56
05:24:17 PM     all     54.40      0.00      6.06      0.00      0.00      0.00      1.72      0.00     37.82
05:24:19 PM     all     56.02      0.00      6.02      0.00      0.00      0.00      1.64      0.00     36.31
05:24:21 PM     all     55.26      0.00      6.15      0.00      0.00      0.00      1.66      0.00     36.93
05:24:23 PM     all     54.89      0.00      5.93      0.00      0.00      0.00      1.55      0.00     37.62
05:24:25 PM     all     53.88      0.00      5.91      0.00      0.00      0.00      1.66      0.00     38.55
05:24:27 PM     all     54.41      0.23      6.09      0.00      0.00      0.00      1.70      0.00     37.57
05:24:29 PM     all     54.00      1.28      6.52      0.00      0.00      0.00      1.58      0.00     36.63
05:24:31 PM     all     54.44      2.55      6.88      0.00      0.00      0.00      1.74      0.00     34.39
05:24:33 PM     all     53.29      0.47      6.16      0.00      0.00      0.02      1.61      0.00     38.45
05:24:35 PM     all     52.46      0.95      5.35      0.00      0.00      0.00      1.90      0.00     39.33
05:24:37 PM     all     42.76      0.13      5.30      0.00      0.00      0.00      1.11      0.00     50.71
05:24:39 PM     all     45.34      0.26      5.40      0.00      0.00      0.00      1.26      0.00     47.75
05:24:41 PM     all     46.81      0.13      5.57      0.00      0.00      0.00      1.34      0.00     46.15
05:24:43 PM     all     44.19      0.17      5.33      0.00      0.00      0.00      1.15      0.00     49.16
05:24:45 PM     all     45.44      1.17      5.86      0.00      0.00      0.00      1.24      0.00     46.29
05:24:47 PM     all     44.35      0.28      5.64      0.00      0.00      0.00      1.26      0.00     48.48
05:24:49 PM     all     47.15      0.15      5.61      0.00      0.00      0.00      1.23      0.00     45.86
05:24:51 PM     all     44.19      0.47      5.54      0.00      0.00      0.02      1.24      0.00     48.54
05:24:53 PM     all     44.77      0.23      5.47      0.00      0.00      0.00      1.15      0.00     48.37
05:24:55 PM     all     45.78      0.00      5.45      0.00      0.00      0.00      1.04      0.00     47.72
05:24:57 PM     all     46.89      0.00      5.27      0.00      0.00      0.00      1.15      0.00     46.69
05:24:59 PM     all     44.66      0.00      5.28      0.00      0.00      0.00      1.13      0.00     48.94
05:25:01 PM     all     44.32      0.00      4.91      0.00      0.00      0.00      1.21      0.00     49.56
05:25:03 PM     all     49.29      0.30      5.87      0.00      0.00      0.00      1.47      0.00     43.08
05:25:05 PM     all     52.17      0.00      5.85      0.00      0.00      0.00      1.55      0.00     40.42
05:25:07 PM     all     48.56      0.00      5.63      0.00      0.00      0.00      1.42      0.00     44.39
05:25:09 PM     all     43.08      0.00      4.99      0.00      0.00      0.00      1.08      0.00     50.84
05:25:11 PM     all     44.86      0.00      5.74      0.00      0.00      0.00      1.23      0.00     48.16
05:25:13 PM     all     46.40      0.00      5.33      0.00      0.00      0.00      1.30      0.00     46.97
05:25:15 PM     all     45.01      0.00      5.24      0.00      0.00      0.00      1.30      0.00     48.46
05:25:17 PM     all     42.12      0.00      5.20      0.00      0.00      0.00      1.15      0.00     51.53
05:25:19 PM     all     45.67      0.00      5.38      0.00      0.00      0.02      1.24      0.00     47.69
05:25:21 PM     all     45.85      0.00      5.26      0.00      0.00      0.00      1.23      0.00     47.65
05:25:23 PM     all     49.20      0.00      5.50      0.00      0.00      0.00      1.47      0.00     43.83
05:25:25 PM     all     43.51      0.00      4.97      0.00      0.00      0.00      1.15      0.00     50.37
05:25:27 PM     all     41.37      0.23      4.63      0.00      0.00      0.00      1.15      0.00     52.61
05:25:29 PM     all     38.97      1.21      4.96      0.00      0.00      0.00      1.02      0.00     53.84
05:25:31 PM     all     43.08      2.04      5.93      0.00      0.00      0.00      1.15      0.00     47.80
05:25:33 PM     all     42.62      0.45      5.23      0.00      0.00      0.00      1.13      0.00     50.57
05:25:35 PM     all     46.39      0.98      5.63      0.00      0.00      0.00      1.34      0.00     45.67
05:25:37 PM     all     49.08      0.15      5.69      0.00      0.00      0.00      1.49      0.00     43.59
05:25:39 PM     all     49.49      0.27      5.35      0.00      0.00      0.00      1.50      0.00     43.38
05:25:41 PM     all     37.18      0.11      4.50      0.00      0.00      0.00      1.00      0.00     57.22
05:25:43 PM     all     34.88      0.21      4.41      0.00      0.00      0.00      0.74      0.00     59.75
05:25:45 PM     all     32.02      1.06      4.31      0.00      0.00      0.02      0.70      0.00     61.89
05:25:47 PM     all     29.47      0.25      3.89      0.00      0.00      0.00      0.59      0.00     65.79
05:25:49 PM     all     29.67      0.15      3.84      0.00      0.00      0.00      0.62      0.00     65.73
05:25:51 PM     all     45.11      0.42      5.09      0.00      0.00      0.00      1.06      0.00     48.31
05:25:53 PM     all     32.46      0.21      4.33      0.00      0.00      0.00      0.76      0.00     62.23
05:25:55 PM     all     27.74      0.00      3.49      0.00      0.00      0.00      0.57      0.00     68.20
05:25:57 PM     all     34.06      0.00      4.20      0.00      0.00      0.00      0.82      0.00     60.91
05:25:59 PM     all     29.65      0.00      3.66      0.00      0.00      0.00      0.74      0.00     65.95
05:26:01 PM     all     36.16      0.00      4.22      0.00      0.00      0.00      0.81      0.00     58.81
05:26:03 PM     all     32.63      0.32      4.18      0.00      0.00      0.00      0.68      0.00     62.19
05:26:05 PM     all     67.78      0.00      6.23      0.00      0.00      0.02      2.65      0.00     23.32
05:26:07 PM     all     64.66      0.00      6.24      0.00      0.00      0.00      2.15      0.00     26.94
05:26:09 PM     all     69.06      0.00      6.45      0.00      0.00      0.00      2.76      0.00     21.73
05:26:11 PM     all     70.10      0.00      6.51      0.00      0.00      0.00      2.65      0.00     20.73
05:26:13 PM     all     68.16      0.00      6.61      0.00      0.00      0.00      2.59      0.00     22.64
05:26:15 PM     all     68.49      0.00      6.05      0.00      0.00      0.00      2.80      0.00     22.66
05:26:17 PM     all     59.08      0.00      6.17      0.00      0.00      0.00      1.84      0.00     32.90
05:26:19 PM     all     57.73      0.00      6.34      0.00      0.00      0.00      1.87      0.00     34.05
05:26:21 PM     all     52.78      0.00      5.70      0.00      0.00      0.00      1.52      0.00     40.00
05:26:23 PM     all     56.01      0.00      6.11      0.00      0.00      0.00      1.55      0.00     36.33
05:26:25 PM     all     52.50      0.00      5.69      0.00      0.00      0.00      1.65      0.00     40.16
05:26:27 PM     all     69.59      0.23      6.69      0.00      0.00      0.00      2.59      0.00     20.90
05:26:29 PM     all     68.09      1.22      6.58      0.00      0.00      0.00      2.48      0.00     21.63
05:26:31 PM     all     66.32      2.54      6.60      0.00      0.00      0.00      2.67      0.00     21.87
05:26:33 PM     all     67.23      0.40      6.34      0.00      0.00      0.02      2.52      0.00     23.49
05:26:35 PM     all     68.02      0.99      6.43      0.00      0.00      0.00      2.34      0.00     22.22
05:26:37 PM     all     68.44      0.15      6.17      0.00      0.00      0.00      2.53      0.00     22.71
05:26:39 PM     all     67.54      0.23      6.48      0.00      0.00      0.00      2.42      0.00     23.32
05:26:41 PM     all     68.11      0.25      6.21      0.00      0.00      0.00      2.55      0.00     22.88
05:26:43 PM     all     69.10      0.21      6.62      0.00      0.00      0.00      2.55      0.00     21.51
05:26:45 PM     all     68.63      1.24      6.53      0.00      0.00      0.00      2.58      0.00     21.01
05:26:47 PM     all     68.92      0.25      6.45      0.00      0.00      0.00      2.61      0.00     21.76
05:26:49 PM     all     68.30      0.21      6.17      0.00      0.00      0.00      2.59      0.00     22.73
05:26:51 PM     all     66.55      0.57      6.75      0.00      0.00      0.02      2.53      0.00     23.58
05:26:53 PM     all     68.22      0.29      6.18      0.02      0.00      0.00      2.61      0.00     22.68
05:26:55 PM     all     69.08      0.00      6.69      0.00      0.00      0.00      2.62      0.00     21.62
05:26:57 PM     all     69.20      0.00      6.28      0.00      0.00      0.00      2.68      0.00     21.84
05:26:59 PM     all     68.69      0.00      6.35      0.00      0.00      0.00      2.64      0.00     22.31
05:27:01 PM     all     69.68      0.00      6.31      0.00      0.00      0.00      2.61      0.00     21.40
05:27:03 PM     all     68.54      0.36      6.45      0.00      0.00      0.02      2.58      0.00     22.05
05:27:05 PM     all     68.67      0.00      6.46      0.00      0.00      0.00      2.51      0.00     22.36
05:27:07 PM     all     68.53      0.00      6.36      0.00      0.00      0.00      2.55      0.00     22.57
05:27:09 PM     all     68.41      0.00      6.09      0.00      0.00      0.00      2.55      0.00     22.95
05:27:11 PM     all     69.06      0.00      6.55      0.00      0.00      0.00      2.51      0.00     21.88
05:27:13 PM     all     68.47      0.00      6.24      0.00      0.00      0.00      2.61      0.00     22.68
05:27:15 PM     all     70.09      0.00      6.43      0.00      0.00      0.02      2.68      0.00     20.78
05:27:17 PM     all     68.94      0.00      6.11      0.00      0.00      0.00      2.53      0.00     22.42
05:27:19 PM     all     69.55      0.00      6.38      0.00      0.00      0.00      2.47      0.00     21.60
05:27:21 PM     all     69.13      0.00      6.16      0.00      0.00      0.00      2.51      0.00     22.21
05:27:23 PM     all     68.93      0.00      6.44      0.00      0.00      0.00      2.44      0.00     22.18
05:27:25 PM     all     68.26      0.00      6.13      0.00      0.00      0.00      2.61      0.00     23.00
05:27:27 PM     all     67.89      0.21      6.11      0.00      0.00      0.00      2.75      0.00     23.03
