Linux 2.6.32-431.3.1.el6.x86_64 (mule-perflab02.managed.contegix.com) 	03/20/2014 	_x86_64_	(24 CPU)
05:19:15 PM     35.86      0.00      1.01
05:19:17 PM     92.50      0.00      0.50
05:19:19 PM    -63.32      0.00      0.50
05:19:21 PM   -197.97      0.00      1.52
05:19:23 PM     63.78      0.00      0.51
05:19:25 PM   -105.61      0.00      2.04
05:19:27 PM   -390.26      0.00      0.00
05:19:29 PM  -1935.53      0.00      2.54
05:19:31 PM   1181.12      0.00      0.51
05:19:33 PM   -218.09      0.00      0.50
05:19:35 PM   -261.11      0.00      1.52
05:19:37 PM   1211.06      0.00      0.50
05:19:39 PM   -641.92      0.00      1.52
05:19:41 PM    602.50      0.00      0.00
05:19:43 PM    240.70      0.00      1.51
05:19:45 PM  -1272.00      0.00      1.50
05:19:47 PM    524.37      0.00      1.02
05:19:49 PM    171.21      0.00      0.51
05:19:51 PM   -220.00      0.00      0.50
05:19:53 PM   -144.10      0.00      1.54
05:19:55 PM    698.98      0.00      1.02
05:19:57 PM    191.88      0.00      0.00
05:19:59 PM    -30.93      0.00      2.06
05:20:01 PM     82.32      0.00      0.00
05:20:03 PM   -103.50      0.00      2.00
05:20:05 PM     36.18      0.00      0.00
05:20:07 PM     15.23      0.00      1.02
05:20:09 PM     36.50      0.00      0.50
05:20:11 PM     56.35      0.00     -0.51
05:20:13 PM    -42.56      0.00      2.05
05:20:15 PM    168.39      0.00      0.52
05:20:17 PM     57.14      0.00      0.51
05:20:19 PM    -29.23      0.00      1.03
05:20:21 PM     51.53      0.00      0.51
05:20:23 PM     87.37      0.00      1.52
05:20:25 PM     35.18      0.00      1.01
05:20:27 PM   -700.50      0.00      0.50
05:20:29 PM  -1535.18      0.00      2.01
05:20:31 PM   1199.49      0.00      0.51
05:20:33 PM   -812.37      0.00      0.52
05:20:35 PM     93.81      0.00      1.03
05:20:37 PM    927.04      0.00      1.02
05:20:39 PM   -661.54      0.00      1.54
05:20:41 PM    594.36      0.00      0.00
05:20:43 PM    326.90      0.00      2.03
05:20:45 PM  -1342.00      0.00      0.50
05:20:47 PM    520.20      0.00      0.51
05:20:49 PM    508.59      0.00      1.01
05:20:51 PM   -313.13      0.00      0.51
05:20:53 PM    -45.88      0.00      1.03
05:20:55 PM    624.23      0.00      1.55
05:20:57 PM    169.39      0.00      0.00
05:20:59 PM    -95.34      0.00      1.55
05:21:01 PM     48.97      0.00      1.03
05:21:03 PM    -33.17      0.00      2.01
05:21:05 PM     30.81      0.00      1.01
05:21:07 PM     67.68      0.00      1.01
05:21:09 PM     50.25      0.00      0.51
05:21:11 PM     20.00      0.00      0.51
05:21:13 PM    -93.85      0.00      1.54
05:21:15 PM    150.51      0.00      0.51
05:21:17 PM    -59.07      0.00      0.52
05:21:19 PM     15.54      0.00      1.04
05:21:21 PM    -56.19      0.00      0.00
05:21:23 PM    -77.16      0.00      1.02
05:21:25 PM      7.54      0.00      1.51
05:21:27 PM   -546.97      0.00      1.52
05:21:29 PM  -1785.43      0.00      1.51
05:21:31 PM   1417.77      0.00      1.02
05:21:33 PM   -319.79      0.00      0.52
05:21:35 PM   -343.23      0.00      1.04
05:21:37 PM    967.71      0.00      1.04
05:21:39 PM   -731.77      0.00      0.52
05:21:41 PM    929.38      0.00      0.52
05:21:43 PM      3.03      0.00      2.53
05:21:45 PM  -1426.90      0.00      0.51
05:21:47 PM    579.29      0.00      1.01
05:21:49 PM    300.51      0.00      0.51
05:21:51 PM   -161.93      0.00      1.02
05:21:53 PM    -84.46      0.00      2.07
05:21:55 PM    614.43      0.00      1.03
05:21:57 PM     60.73      0.00      1.05
05:21:59 PM    112.63      0.00      0.53
05:22:01 PM    160.00      0.00      1.03
05:22:03 PM     19.19      0.00      0.51
05:22:05 PM    -72.73      0.00      1.01
05:22:07 PM     55.33      0.00      0.51
05:22:09 PM     44.67      0.00      1.52
05:22:11 PM    -67.35      0.00      0.51
05:22:13 PM      3.61      0.00      2.06
05:22:15 PM    170.47      0.00      0.00
05:22:17 PM    161.03      0.00      1.03
05:22:19 PM    -65.28      0.00      0.52
05:22:21 PM    226.15      0.00      0.51
05:22:23 PM   -275.63      0.00      0.51
05:22:25 PM    110.61      0.00      1.52
05:22:27 PM   -914.21      0.00      1.02
05:22:29 PM  -1386.22      0.00      1.02
05:22:31 PM   1273.87      0.00      1.01
05:22:33 PM   -572.25      0.00      0.52
05:22:35 PM   -396.35      0.00      1.04
05:22:37 PM    877.20      0.00      1.04
05:22:39 PM   -576.41      0.00      0.51
05:22:41 PM    345.13      0.00      2.56
05:22:43 PM    256.57      0.00      2.02
05:22:45 PM  -1118.18      0.00      0.51
05:22:47 PM    361.73      0.00      1.02
05:22:49 PM    312.12      0.00      0.00
05:22:51 PM   -492.82      0.00      1.03
05:22:53 PM    784.38      0.00      1.04
05:22:55 PM    134.38      0.00      1.56
05:22:57 PM      3.14      0.00      1.57
05:22:59 PM    234.38      0.00      0.00
05:23:01 PM   -113.02      0.00      1.04
05:23:03 PM     42.50      0.00      1.00
05:23:05 PM    261.93      0.00      1.52
05:23:07 PM     30.30      0.00      0.51
05:23:09 PM    -62.94      0.00      0.51
05:23:11 PM    -31.12      0.00      1.02
05:23:13 PM     46.60      0.52      0.00
05:23:15 PM     68.75      0.00      1.56
05:23:17 PM    102.08      0.00      0.00
05:23:19 PM    -89.47      0.00      1.05
05:23:21 PM    164.10      0.00      0.51
05:23:23 PM   -142.71      0.00      1.01
05:23:25 PM    -39.39      0.00      0.51
05:23:27 PM   -669.50      0.00      1.50
05:23:29 PM  -1543.65      0.00      1.52
05:23:31 PM   1109.74      0.00      0.51
05:23:33 PM   -370.77      0.00      1.03
05:23:35 PM   -111.05      0.00      0.53
05:23:37 PM   1078.31      0.00      1.59
05:23:39 PM   -733.33      0.00      0.52
05:23:41 PM    386.15      0.00      2.05
05:23:43 PM    489.85      0.00      0.00
05:23:45 PM  -1214.21      0.00      1.52
05:23:47 PM    517.86      0.00      0.51
05:23:49 PM     88.66      0.52      0.52
05:23:51 PM   -233.84      0.00      1.01
05:23:53 PM    730.05      0.00      1.04
05:23:55 PM    100.00      0.00      2.60
05:23:57 PM     97.92      0.00      0.52
05:23:59 PM    116.23      0.00      0.52
05:24:01 PM   -120.10      0.00      0.52
05:24:03 PM     34.52      0.00      1.02
05:24:05 PM    -73.60      0.00      0.51
05:24:07 PM    166.16      0.00      0.51
05:24:09 PM    -45.96      0.00      1.01
05:24:11 PM    -11.79      0.00      1.03
05:24:13 PM    -30.73      0.00      0.52
05:24:15 PM    -81.96      0.00      1.03
05:24:17 PM     67.71      0.00      1.04
05:24:19 PM    147.12      0.00      0.52
05:24:21 PM   -170.10      0.00      1.03
05:24:23 PM     94.95      0.00      1.52
05:24:25 PM    -65.99      0.00      2.03
05:24:27 PM   -753.03      0.00      1.01
05:24:29 PM  -1722.84      0.00      1.52
05:24:31 PM   1218.56      0.00      1.03
05:24:33 PM   -611.40      0.00      0.00
05:24:35 PM    -10.26      0.00      1.03
05:24:37 PM   1124.74      0.00      0.53
05:24:39 PM    -62.50      0.00      1.04
05:24:41 PM   -220.73      0.00      1.55
05:24:43 PM    349.74      0.00      0.51
05:24:45 PM  -1232.12      0.00      0.52
05:24:47 PM   1223.23      0.00      0.51
05:24:49 PM   -551.78      0.00      0.51
05:24:51 PM    414.72      0.00      1.02
05:24:53 PM    192.86      0.00      1.53
05:24:55 PM    144.22      0.00      1.01
05:24:57 PM   -110.26      0.00      0.00
05:24:59 PM    128.79      0.51      1.01
05:25:01 PM     61.62      0.00      0.00
05:25:03 PM    120.20      0.00      1.52
05:25:05 PM      7.58      0.00      0.51
05:25:07 PM    -11.11      0.00      1.01
05:25:09 PM    106.06      0.00      2.02
05:25:11 PM   -148.98      0.00      1.53
05:25:13 PM     91.62      0.00      0.52
05:25:15 PM   -207.85      0.00      0.52
05:25:17 PM    131.61      0.00      1.55
05:25:19 PM     63.16      0.00      0.53
05:25:21 PM    -31.09      0.00      0.52
05:25:23 PM     15.31      0.00      0.00
05:25:25 PM    271.07      0.00      1.52
05:25:27 PM  -1043.88      0.00      0.00
05:25:29 PM  -1685.28      0.00      2.03
05:25:31 PM   1340.21      0.00      1.03
05:25:33 PM   -566.84      0.00      0.53
05:25:35 PM   -186.39      0.00      1.05
05:25:37 PM   1259.69      0.00      0.52
05:25:39 PM     69.43      0.00      1.04
05:25:41 PM   -328.50      0.00      1.04
05:25:43 PM    535.86      0.00      1.52
05:25:45 PM  -1364.97      0.00      1.02
05:25:47 PM   1297.97      0.00      0.00
05:25:49 PM   -637.37      0.00      0.51
05:25:51 PM    324.49      0.00      1.02
05:25:53 PM    396.28      0.00      1.60
05:25:55 PM      9.52      0.00      1.06
05:25:57 PM     86.98      0.00      0.52
05:25:59 PM     19.07      0.00      0.52
05:26:01 PM   -100.52      0.00      1.04
05:26:03 PM    124.12      0.00      1.01
05:26:05 PM    -36.87      0.00      1.01
05:26:07 PM   -250.25      0.00      0.50
05:26:09 PM    242.42      0.00      2.53
05:26:11 PM    189.29      0.00      0.00
05:26:13 PM     11.17      0.00      1.02
05:26:15 PM     64.29      0.00      0.00
05:26:17 PM   -153.85      0.00      1.54
05:26:19 PM     93.23      0.00      0.52
05:26:21 PM   -236.79      0.00      0.52
05:26:23 PM    116.08      0.00      1.51
05:26:25 PM     40.91      0.00      1.52
05:26:27 PM   -739.70      0.00      0.50
05:26:29 PM  -1817.41      0.00      2.49
05:26:31 PM    917.41      0.00      0.50
05:26:33 PM   -695.92      0.00      1.02
05:26:35 PM    198.50      0.00      0.50
05:26:37 PM   1027.64      0.00      1.51
05:26:39 PM   -438.19      0.00      0.50
05:26:41 PM    296.98      0.00      2.01
05:26:43 PM    403.57      0.51      1.02
05:26:45 PM  -1367.84      0.00      0.50
05:26:47 PM    686.67      0.00      0.51
05:26:49 PM    280.71      0.00      1.52
05:26:51 PM   -576.26      0.00      0.51
05:26:53 PM    783.00      0.00      2.50
05:26:55 PM     36.18      0.00      0.00
05:26:57 PM    110.50      0.00      1.00
05:26:59 PM    -42.71      0.00      0.00
05:27:01 PM    231.98      0.00      1.02
05:27:03 PM     39.29      0.00      0.00
05:27:05 PM      0.51      0.00      2.05
05:27:07 PM     80.41      0.00      1.03
05:27:09 PM    142.56      0.00      1.03
05:27:11 PM      3.54      0.00      1.01
05:27:13 PM    207.04      0.00      0.50
05:27:15 PM    213.00      0.00      0.50
05:27:17 PM    -89.90      0.00      1.01
05:27:19 PM    163.64      0.00      1.01
05:27:21 PM    -21.21      0.00      0.00
05:27:23 PM   -107.69      0.00      1.54
05:27:25 PM     25.25      0.00      0.51
05:27:27 PM   -678.46      0.00      1.03
05:27:29 PM  -1829.29      0.00      1.52
05:27:31 PM   1427.92      0.00      1.02
05:27:33 PM   -961.31      0.00      1.01
05:27:35 PM    286.43      0.00      0.50
05:27:37 PM   1010.00      0.00      1.50
05:27:39 PM   -623.74      0.00      1.52
05:27:41 PM    151.78      0.00      1.52
05:27:43 PM    497.42      0.00      2.06
05:27:45 PM  -1112.69      0.00      0.51
05:27:47 PM    395.36      0.00      1.03
05:27:49 PM    575.38      0.00      0.51
05:27:51 PM   -283.84      0.00      1.01
05:27:53 PM    643.43      0.00      1.52
05:27:55 PM    168.84      0.00      1.01
05:27:57 PM     31.82      0.00      1.01
05:27:59 PM    -25.89      0.00      0.00
05:28:01 PM    286.29      0.00      1.02
05:28:03 PM    -40.82      0.00      0.00
05:28:05 PM      3.57      0.00      1.53
05:28:07 PM    290.31      0.00      1.53
05:28:09 PM    -71.07      0.00      0.51
05:28:11 PM    -60.41      0.00      1.02
05:28:13 PM     43.50      0.00      0.50
05:28:15 PM     28.43      0.00      0.51
05:28:17 PM    156.50      0.00      0.50
05:28:19 PM     -8.00      0.00      1.00
05:28:21 PM   -129.59      0.00      1.02
05:28:23 PM     72.68      0.00      0.52
05:28:25 PM    106.70      0.00      2.06
05:28:27 PM   -676.92      0.00      0.00
05:28:29 PM  -2031.16      0.00      2.51
05:28:31 PM   1410.82      0.00      1.03
05:28:33 PM   -733.67      0.00      1.01
05:28:35 PM    230.15      0.00      0.50
05:28:37 PM   1104.02      0.00      1.01
05:28:39 PM   -966.33      0.00      1.01
05:28:41 PM    584.26      0.00      1.02
05:28:43 PM    321.54      0.00      1.54
05:28:45 PM  -1070.05      0.00      0.00
05:28:47 PM    288.72      0.00      1.54
05:28:49 PM    128.21      0.00      0.00
05:28:51 PM     -4.06      0.00      1.02
05:28:53 PM    675.76      0.00      2.02
05:28:55 PM     11.56      0.00      1.51
05:28:57 PM    266.16      0.00      0.51
05:28:59 PM   -100.51      0.00      0.51
05:29:01 PM    -40.70      0.00      0.50
05:29:03 PM    -77.32      0.00      1.03
05:29:05 PM     93.30      0.00      1.03
05:29:07 PM     -8.16      0.00      2.04
05:29:09 PM     86.22      0.00      0.00
05:29:11 PM    -47.18      0.00      1.03
05:29:13 PM     95.50      0.00      0.00
05:29:15 PM     30.65      0.00      1.01
05:29:17 PM     19.19      0.00      0.00
05:29:19 PM    -24.50      0.00      2.00
05:29:21 PM    117.68      0.00      1.52
05:29:23 PM   -187.24      0.00      0.51
05:29:25 PM    365.82      0.00      1.53
05:29:27 PM   -785.20      0.00      0.51
05:29:29 PM  -1946.70      0.00      1.52
05:29:31 PM   1494.92      0.00      1.52
05:29:33 PM   -448.00      0.00      1.00
05:29:35 PM    164.68      0.00      1.00
05:29:37 PM    540.20      0.00      1.01
05:29:39 PM   -449.25      0.00      0.50
05:29:41 PM    467.68      0.00      1.01
05:29:43 PM    446.15      0.00      1.03
05:29:45 PM  -1549.22      0.00      2.07
05:29:47 PM    377.78      0.00      0.51
05:29:49 PM    219.17      0.00      1.04
05:29:51 PM    580.30      0.00      0.51
05:29:53 PM    193.47      0.00      1.51
05:29:55 PM    194.47      0.00      0.50
05:29:57 PM     58.59      0.00      1.01
05:29:59 PM    -45.23      0.00      0.50
05:30:01 PM    158.88      0.00      0.51
05:30:03 PM    -88.60      0.00      2.07
05:30:05 PM     77.04      0.00      1.53
05:30:07 PM     39.90      0.00      1.52
05:30:09 PM     68.37      0.00      1.53
05:30:11 PM   -142.93      0.00      0.51
05:30:13 PM     20.81      0.00      1.02
05:30:15 PM    -63.00      0.00      0.00
05:30:17 PM     59.39      0.00      0.51
05:30:19 PM    -74.50      0.00      0.50
05:30:21 PM    155.61      0.00      2.04
05:30:23 PM     93.43      0.00      0.00
05:30:25 PM    -36.46      0.00      2.60
05:30:27 PM   -824.49      0.00      0.00
05:30:29 PM  -1871.57      0.00      2.03
05:30:31 PM   1468.04      0.00      0.52
05:30:33 PM   -808.50      0.00      1.50
05:30:35 PM    179.00      0.00      1.00
05:30:37 PM    920.10      0.00      0.50
05:30:39 PM   -684.42      0.00      1.51
05:30:41 PM    565.33      0.00      0.50
05:30:43 PM    461.03      0.00      1.03
05:30:45 PM  -1125.13      0.00      1.54
05:30:47 PM    250.26      0.00      1.03
05:30:49 PM    304.64      0.00      0.52
05:30:51 PM   -138.89      0.00      1.01
05:30:53 PM    795.48      0.00      1.51
05:30:55 PM     91.00      0.00      1.00
05:30:57 PM     77.66      0.00      1.02
05:30:59 PM    -14.57      0.00      1.51
05:31:01 PM     15.74      0.00      0.51
05:31:03 PM    128.06      0.00      2.04
05:31:05 PM      4.62      0.00      1.54
05:31:07 PM    209.23      0.00      1.03
05:31:09 PM   -177.84      0.00      1.03
05:31:11 PM     62.37      0.00      0.52
05:31:13 PM    224.24      0.00      0.51
05:31:15 PM   -202.50      0.00      0.50
05:31:17 PM    156.78      0.00      1.01
05:31:19 PM     96.98      0.00      1.01
05:31:21 PM   -190.86      0.00      2.03
05:31:23 PM    250.52      0.00      1.03
05:31:25 PM    -35.20      0.00      0.00
05:31:27 PM   -881.63      0.00      1.02
05:31:29 PM  -1778.17      0.00      1.52
05:31:31 PM   1545.69      0.00      1.02
05:31:33 PM   -623.86      0.00      1.02
05:31:35 PM   -162.31      0.00      1.01
05:31:37 PM    896.46      0.00      0.51
05:31:39 PM   -470.85      0.00      0.50
05:31:41 PM    473.50      0.00      1.00
05:31:43 PM    452.76      0.00      1.01
05:31:45 PM  -1470.35      0.00      1.51
05:31:47 PM    811.11      0.00      1.01
05:31:49 PM    -81.91      0.00      0.50
05:31:51 PM    703.54      0.00      1.01
05:31:53 PM   -229.80      0.00      1.01
05:31:55 PM    122.73      0.00      1.01
05:31:57 PM   -110.66      0.00      1.02
05:31:59 PM    328.50      0.00      0.50
05:32:01 PM      5.08      0.00      0.51
05:32:03 PM    242.64      0.00      0.51
05:32:05 PM    -94.79      0.00      1.04
05:32:07 PM    120.51      0.00      0.51
05:32:09 PM     23.20      0.00      1.55
05:32:11 PM    -32.99      0.00      0.00
05:32:13 PM     29.85      0.00      1.00
05:32:15 PM   -101.01      0.00      0.00
05:32:17 PM     -7.54      0.00      1.01
05:32:19 PM    253.77      0.00      1.01
05:32:21 PM    -88.94      0.00      0.50
05:32:23 PM     23.08      0.00      1.03
05:32:25 PM     86.73      0.00      1.53
05:32:27 PM  -1029.69      0.00      0.52
05:32:29 PM  -1589.23      0.00      1.54
05:32:31 PM   1254.64      0.00      1.03
05:32:33 PM  -1032.83      0.00      2.02
05:32:35 PM    520.10      0.00      1.51
05:32:37 PM    829.44      0.00      1.52
05:32:39 PM    200.50      0.00      0.00
05:32:41 PM   -139.90      0.00      2.02
05:32:43 PM    370.47      0.00      1.55
05:32:45 PM  -1312.31      0.00      0.00
05:32:47 PM   1105.15      0.00      1.55
05:32:49 PM   -983.59      0.51      1.03
05:32:51 PM   1104.10      0.00      1.03
05:32:53 PM   -222.61      0.00      1.51
05:32:55 PM     81.91      0.00      0.00
05:32:57 PM     41.21      0.00      1.01
05:32:59 PM     71.36      0.00      0.50
05:33:01 PM    108.63      0.00      1.02
05:33:03 PM    224.37      0.00      0.00
05:33:05 PM   -224.74      0.00      2.58
05:33:07 PM    205.64      0.00      0.51
05:33:09 PM      4.10      0.00      0.51
05:33:11 PM    114.36      0.00      1.03
05:33:13 PM     61.31      0.00      0.50
05:33:15 PM   -181.22      0.00      0.51
05:33:17 PM    211.06      0.00      0.50
05:33:19 PM    262.81      0.00      1.01
05:33:21 PM   -242.13      0.00      0.51
05:33:23 PM    -55.38      0.00      1.03
05:33:25 PM    109.79      0.00      1.03
05:33:27 PM   -903.11      0.00      1.04
05:33:29 PM  -1597.95      0.00      1.03
05:33:31 PM   1274.36      0.00      1.54
05:33:33 PM   -904.02      0.00      1.51
05:33:35 PM    338.38      0.00      0.51
05:33:37 PM    972.86      0.00      1.01
05:33:39 PM    116.67      0.00      0.00
05:33:41 PM   -542.21      0.00      1.01
05:33:43 PM    601.55      0.00      1.55
05:33:45 PM  -1184.00      0.00      1.00
05:33:47 PM   1020.31      0.00      1.56
05:33:49 PM   -956.70      0.00      1.03
05:33:51 PM    938.19      0.00      1.51
05:33:53 PM    228.14      0.00      0.50
05:33:55 PM     37.37      0.00      1.52
05:33:57 PM    -32.99      0.00      0.51
05:33:59 PM    228.14      0.00      1.01
05:34:01 PM   -199.49      0.00      1.01
05:34:03 PM     84.62      0.00      1.03
05:34:05 PM    188.78      0.00      0.51
05:34:07 PM    127.69      0.00      1.03
05:34:09 PM   -119.17      0.00      0.52
05:34:11 PM   -137.24      0.00      1.02
05:34:13 PM     34.85      0.00      0.00
05:34:15 PM     75.88      0.00      1.01
05:34:17 PM    152.02      0.00      0.51
05:34:19 PM    -68.34      0.00      1.51
05:34:21 PM     76.65      0.00      1.02
05:34:23 PM    -48.45      0.00      1.55
05:34:25 PM     24.23      0.00      1.03
05:34:27 PM   -721.24      0.00      0.52
05:34:29 PM  -2000.00      0.00      2.04
05:34:31 PM   1614.29      0.00      1.02
05:34:33 PM   -815.50      0.00      0.50
05:34:35 PM    501.00      0.00      1.00
05:34:37 PM    603.52      0.00      0.50
05:34:39 PM   -655.50      0.00      1.50
05:34:41 PM    482.14      0.00      1.53
05:34:43 PM    755.21      0.00      1.04
05:34:45 PM  -1547.72      0.00      1.02
05:34:47 PM    996.45      0.00      1.02
05:34:49 PM   -439.59      0.00      0.51
05:34:51 PM    -76.02      0.00      1.02
05:34:53 PM    452.76      0.50      0.50
05:34:55 PM    205.00      0.00      1.00
05:34:57 PM     95.48      0.00      1.01
05:34:59 PM   -118.41      0.00      0.50
05:35:01 PM   -226.13      0.00      0.50
05:35:03 PM    237.69      0.00      1.01
05:35:05 PM    144.78      0.00      1.49
05:35:07 PM    -28.28      0.00      2.02
05:35:09 PM     85.00      0.00      0.00
05:35:11 PM    243.00      0.00      0.50
05:35:13 PM    -13.57      0.00      1.01
05:35:15 PM    -45.00      0.00      0.50
05:35:17 PM    -18.59      0.00      1.51
05:35:19 PM    258.00      0.00      0.50
05:35:21 PM     85.50      0.00      0.00
05:35:23 PM    120.00      0.00      0.00
05:35:25 PM     17.00      0.00      1.00
