Time      numa_hit numa_miss numa_foreign numa_interleave numa_local numa_other
22:30:56  612865116 0         0            41252           612837495  27621     
22:30:58  612886150 0         0            41252           612858529  27621     
22:31:00  612906793 0         0            41252           612879172  27621     
22:31:02  612929981 0         0            41252           612902360  27621     
22:31:04  612950425 0         0            41252           612922804  27621     
22:31:06  612971855 0         0            41252           612944234  27621     
22:31:08  612992734 0         0            41252           612965113  27621     
22:31:10  613012239 0         0            41252           612984618  27621     
22:31:12  613033742 0         0            41252           613006121  27621     
22:31:14  613054693 0         0            41252           613027072  27621     
22:31:16  613075558 0         0            41252           613047937  27621     
22:31:18  613096506 0         0            41252           613068885  27621     
22:31:20  613117536 0         0            41252           613089915  27621     
22:31:22  613137535 0         0            41252           613109914  27621     
Time      numa_hit numa_miss numa_foreign numa_interleave numa_local numa_other
22:31:24  613158167 0         0            41252           613130546  27621     
22:31:26  613179078 0         0            41252           613151457  27621     
22:31:28  613200875 0         0            41252           613173254  27621     
22:31:30  613232612 0         0            41252           613204991  27621     
22:31:32  613257227 0         0            41252           613229606  27621     
22:31:34  613283282 0         0            41252           613255661  27621     
22:31:36  613307403 0         0            41252           613279782  27621     
22:31:38  613329826 0         0            41252           613302205  27621     
22:31:40  613352626 0         0            41252           613325005  27621     
22:31:42  613375631 0         0            41252           613348010  27621     
22:31:44  613400639 0         0            41252           613373018  27621     
22:31:46  613424828 0         0            41252           613397207  27621     
22:31:48  613447030 0         0            41252           613419409  27621     
22:31:50  613469502 0         0            41252           613441881  27621     
22:31:52  613492023 0         0            41252           613464402  27621     
22:31:54  613515749 0         0            41252           613488128  27621     
22:31:56  613537700 0         0            41252           613510079  27621     
22:31:58  613558799 0         0            41252           613531178  27621     
22:32:00  613579434 0         0            41252           613551813  27621     
22:32:02  613601285 0         0            41252           613573664  27621     
22:32:04  613622287 0         0            41252           613594666  27621     
22:32:06  613643839 0         0            41252           613616218  27621     
22:32:08  613664333 0         0            41252           613636712  27621     
22:32:10  613682302 0         0            41252           613654681  27621     
22:32:12  613702849 0         0            41252           613675228  27621     
22:32:14  613723568 0         0            41252           613695947  27621     
22:32:16  613744048 0         0            41252           613716427  27621     
22:32:18  613764660 0         0            41252           613737039  27621     
22:32:20  613785311 0         0            41252           613757690  27621     
22:32:22  613805389 0         0            41252           613777768  27621     
22:32:24  613825496 0         0            41252           613797875  27621     
22:32:26  613845423 0         0            41252           613817802  27621     
22:32:28  613867678 0         0            41252           613840057  27621     
22:32:30  613899091 0         0            41252           613871470  27621     
22:32:32  613921374 0         0            41252           613893753  27621     
22:32:34  613950238 0         0            41252           613922617  27621     
22:32:36  613971260 0         0            41252           613943638  27622     
22:32:38  613993568 0         0            41252           613965946  27622     
22:32:40  614015813 0         0            41252           613988191  27622     
22:32:42  614037583 0         0            41252           614009961  27622     
22:32:44  614065041 0         0            41252           614037419  27622     
22:32:47  614084808 0         0            41252           614057186  27622     
22:32:49  614106747 0         0            41252           614079125  27622     
22:32:51  614129782 0         0            41252           614102160  27622     
22:32:53  614152202 0         0            41252           614124580  27622     
22:32:55  614174441 0         0            41252           614146819  27622     
22:32:57  614194814 0         0            41252           614167192  27622     
22:32:59  614215221 0         0            41252           614187599  27622     
22:33:01  614236210 0         0            41252           614208588  27622     
22:33:03  614258831 0         0            41252           614231209  27622     
22:33:05  614279639 0         0            41252           614252017  27622     
Time      numa_hit numa_miss numa_foreign numa_interleave numa_local numa_other
22:33:07  614300352 0         0            41252           614272730  27622     
22:33:09  614320373 0         0            41252           614292751  27622     
22:33:11  614340475 0         0            41252           614312853  27622     
22:33:13  614360870 0         0            41252           614333248  27622     
22:33:15  614379991 0         0            41252           614352369  27622     
22:33:17  614400393 0         0            41252           614372771  27622     
22:33:19  614420829 0         0            41252           614393207  27622     
22:33:21  614440542 0         0            41252           614412920  27622     
22:33:23  614460894 0         0            41252           614433272  27622     
22:33:25  614480936 0         0            41252           614453314  27622     
22:33:27  614500980 0         0            41252           614473358  27622     
22:33:29  614524770 0         0            41252           614497148  27622     
22:33:31  614557465 0         0            41252           614529843  27622     
22:33:33  614579740 0         0            41252           614552118  27622     
22:33:35  614609164 0         0            41252           614581542  27622     
22:33:37  614628550 0         0            41252           614600928  27622     
22:33:39  614650228 0         0            41252           614622606  27622     
22:33:41  614672330 0         0            41252           614644708  27622     
22:33:43  614694177 0         0            41252           614666555  27622     
22:33:45  614720857 0         0            41252           614693235  27622     
22:33:47  614740726 0         0            41252           614713104  27622     
22:33:49  614763651 0         0            41252           614736029  27622     
22:33:51  614787557 0         0            41252           614759935  27622     
22:33:53  614808935 0         0            41252           614781313  27622     
22:33:55  614831922 0         0            41252           614804300  27622     
22:33:57  614852219 0         0            41252           614824597  27622     
22:33:59  614872238 0         0            41252           614844616  27622     
22:34:01  614891862 0         0            41252           614864240  27622     
22:34:03  614914180 0         0            41252           614886558  27622     
22:34:05  614934886 0         0            41252           614907264  27622     
22:34:07  614954268 0         0            41252           614926646  27622     
22:34:09  614974896 0         0            41252           614947274  27622     
22:34:11  614995013 0         0            41252           614967391  27622     
22:34:13  615015544 0         0            41252           614987922  27622     
22:34:15  615035682 0         0            41252           615008060  27622     
22:34:17  615055780 0         0            41252           615028158  27622     
22:34:19  615075182 0         0            41252           615047560  27622     
22:34:21  615094991 0         0            41252           615067369  27622     
22:34:23  615114668 0         0            41252           615087046  27622     
22:34:25  615134413 0         0            41252           615106791  27622     
22:34:27  615156476 0         0            41252           615128854  27622     
22:34:29  615183521 0         0            41252           615155899  27622     
22:34:31  615213027 0         0            41252           615185405  27622     
