Linux 3.2.0-31-virtual (ip-10-124-138-93) 	06/17/2014 	_x86_64_	(2 CPU)

12:20:52 AM    totsck    tcpsck    udpsck    rawsck   ip-frag    tcp-tw
12:42:36 AM       168       109         5         0         0         2
12:42:38 AM       168       109         5         0         0         2
12:42:40 AM       168       109         5         0         0         2
12:42:42 AM       168       109         5         0         0         2
12:42:44 AM       168       109         5         0         0         2
12:42:46 AM       168       109         5         0         0         2
12:42:48 AM       212       205         5         0         0         2
12:42:50 AM       270       211         5         0         0         2
12:42:52 AM       270       211         5         0         0         2
12:42:54 AM       269       210         5         0         0         2
12:42:56 AM       269       210         5         0         0         1
12:42:58 AM       269       210         5         0         0         1
12:43:00 AM       268       209         5         0         0         1
12:43:02 AM       268       209         5         0         0         2
12:43:04 AM       268       209         5         0         0         2
12:43:06 AM       268       209         5         0         0         2
12:43:08 AM       268       209         5         0         0         2
12:43:10 AM       268       209         5         0         0         2
12:43:12 AM       268       209         5         0         0         2
12:43:14 AM       268       209         5         0         0         2
12:43:16 AM       268       209         5         0         0         2
12:43:18 AM       268       209         5         0         0         2
12:43:20 AM       268       209         5         0         0         2
12:43:22 AM       268       209         5         0         0         2
12:43:24 AM       268       209         5         0         0         2
12:43:26 AM       268       209         5         0         0         1
12:43:28 AM       268       209         5         0         0         1
12:43:30 AM       268       209         5         0         0         1
12:43:32 AM       268       209         5         0         0         2
12:43:34 AM       268       209         5         0         0         2
12:43:36 AM       268       209         5         0         0         2
12:43:38 AM       268       209         5         0         0         2
12:43:40 AM       268       209         5         0         0         2
12:43:42 AM       268       209         5         0         0         2
12:43:44 AM       268       209         5         0         0         2
12:43:46 AM       268       209         5         0         0         2
12:43:48 AM       268       209         5         0         0         2
12:43:50 AM       268       209         5         0         0         2
12:43:52 AM       268       209         5         0         0         2
12:43:54 AM       268       209         5         0         0         2
12:43:56 AM       268       209         5         0         0         1
12:43:58 AM       268       209         5         0         0         1
12:44:00 AM       268       209         5         0         0         1
12:44:02 AM       268       209         5         0         0         2
12:44:04 AM       268       209         5         0         0         2
12:44:06 AM       268       209         5         0         0         2
12:44:08 AM       268       209         5         0         0         2
12:44:10 AM       268       209         5         0         0         2
12:44:12 AM       268       209         5         0         0         2
12:44:14 AM       268       209         5         0         0         2
12:44:16 AM       268       209         5         0         0         2
12:44:18 AM       268       209         5         0         0         2
12:44:20 AM       268       209         5         0         0         2
12:44:22 AM       268       209         5         0         0         2
12:44:25 AM       268       209         5         0         0         2
12:44:27 AM       268       209         5         0         0         1
12:44:29 AM       268       209         5         0         0         1
12:44:31 AM       268       209         5         0         0         1
12:44:33 AM       268       209         5         0         0         2
12:44:35 AM       268       209         5         0         0         2
12:44:37 AM       268       209         5         0         0         2
12:44:39 AM       268       209         5         0         0         2
12:44:41 AM       268       209         5         0         0         2
12:44:43 AM       268       209         5         0         0         2
12:44:45 AM       268       209         5         0         0         2
12:44:47 AM       268       209         5         0         0         2
12:44:49 AM        70        10         5         0         0         2
