Linux 3.2.0-31-virtual (ip-10-124-138-93) 	06/17/2014 	_x86_64_	(2 CPU)

12:20:52 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
12:30:28 AM     all      1.31      0.00      1.04      0.00      0.00      0.00      0.00      0.00     97.65
12:30:30 AM     all      2.50      0.00      1.00      0.00      3.00      0.00      0.00      0.00     93.50
12:30:32 AM     all      6.30      0.00      1.94      0.24      4.36      0.00      0.00      0.00     87.17
12:30:34 AM     all      5.21      0.00      2.84      0.00      3.08      0.00      0.00      0.00     88.86
12:30:36 AM     all      7.28      0.00      2.91      0.00      0.00      0.00      0.24      0.00     89.56
12:30:38 AM     all      6.90      0.00      2.38      0.00      1.43      0.00      0.24      0.00     89.05
12:30:40 AM     all      7.05      0.00      3.41      0.00      4.32      0.00      0.00      0.00     85.23
12:30:42 AM     all      9.11      0.00      2.96      0.00      2.51      0.00      0.00      0.00     85.42
12:30:44 AM     all     11.26      0.00      3.09      0.66      2.65      0.00      0.00      0.00     82.34
12:30:46 AM     all     14.69      0.00      3.07      0.00      1.32      0.00      0.22      0.00     80.70
12:30:48 AM     all     23.08      0.00      5.26      0.00      2.43      0.00      0.40      0.00     68.83
12:30:50 AM     all     28.90      0.00      7.09      0.18      1.24      0.00      0.53      0.00     62.06
12:30:52 AM     all     28.37      0.00      5.75      0.00      2.33      0.00      0.72      0.00     62.84
12:30:54 AM     all     25.75      0.00      5.97      0.00      1.12      0.00      2.24      0.00     64.93
12:30:56 AM     all     19.03      0.00      4.86      0.00      3.64      0.00      1.21      0.00     71.26
12:30:58 AM     all     19.60      0.00      4.60      0.00      3.60      0.00      1.00      0.00     71.20
12:31:00 AM     all     26.32      0.00      6.02      0.00      0.00      0.00      1.50      0.00     66.17
12:31:02 AM     all     14.07      0.00      3.41      0.00      7.04      0.00      1.49      0.00     73.99
12:31:04 AM     all     18.14      0.00      2.81      0.00      1.51      0.00      1.30      0.00     76.24
12:31:06 AM     all     10.66      0.00      2.13      0.00      3.79      0.00      0.95      0.00     82.46
12:31:08 AM     all      8.96      0.00      1.99      0.25      0.50      0.00      0.75      0.00     87.56
12:31:10 AM     all      3.39      0.00      1.04      0.00      4.95      0.00      0.78      0.00     89.84
12:31:12 AM     all      2.13      0.00      0.80      1.33      5.59      0.00      0.00      0.00     90.16
12:31:14 AM     all      1.62      0.00      0.81      0.81      1.89      0.00      0.00      0.00     94.88
12:31:16 AM     all      0.84      0.00      0.56      0.00      0.00      0.00      0.28      0.00     98.33
12:31:18 AM     all      1.05      0.00      2.36      0.00      6.04      0.00      0.00      0.00     90.55
12:31:20 AM     all      0.53      0.00      1.32      0.00      5.80      0.00      0.00      0.00     92.35
12:31:22 AM     all      0.55      0.00      0.55      0.00      1.65      0.00      0.00      0.00     97.25
12:31:24 AM     all      1.90      0.00      1.36      0.00      3.52      0.00      0.00      0.00     93.22
12:31:26 AM     all      0.28      0.00      0.55      0.28      1.38      0.00      0.00      0.00     97.51
12:31:28 AM     all      1.30      0.00      1.04      0.00      6.25      0.00      0.26      0.00     91.15
12:31:30 AM     all      0.55      0.00      0.55      0.00      1.92      0.00      0.00      0.00     96.98
12:31:32 AM     all      0.56      0.00      0.28      0.28      3.62      0.00      0.00      0.00     95.26
12:31:34 AM     all      1.09      0.00      0.82      0.00      3.27      0.00      0.27      0.00     94.55
12:31:36 AM     all      1.36      0.00      1.90      0.00      1.63      0.00      0.27      0.00     94.84
12:31:38 AM     all      0.27      0.00      2.19      0.00      0.00      0.00      1.10      0.00     96.44
12:31:40 AM     all      1.29      0.00      2.32      0.00      3.35      0.00      2.06      0.00     90.98
12:31:42 AM     all      0.25      0.00      4.53      0.00      1.76      0.00      2.52      0.00     90.93
12:31:44 AM     all      0.00      0.00      7.30      0.25      0.00      0.00      3.78      0.00     88.66
12:31:46 AM     all      1.02      0.00      4.07      0.00      3.05      0.00      1.78      0.00     90.08
12:31:48 AM     all      1.84      0.00      2.37      0.00      3.42      0.00      2.11      0.00     90.26
12:31:50 AM     all      1.29      0.00      2.07      1.29      4.65      0.00      0.52      0.00     90.18
12:31:52 AM     all      1.09      0.00      0.82      0.00      1.63      0.00      0.82      0.00     95.65
12:31:54 AM     all      1.61      0.00      0.54      0.00      2.95      0.00      0.00      0.00     94.91
12:31:56 AM     all      0.27      0.00      0.00      0.27      1.63      0.00      0.00      0.00     97.83
12:31:58 AM     all      0.28      0.00      0.83      0.00      1.66      0.00      0.00      0.00     97.24
12:32:00 AM     all      1.85      0.00      1.06      0.00      4.49      0.00      0.26      0.00     92.35
12:32:02 AM     all      2.40      0.00      2.93      0.27      1.07      0.00      0.00      0.00     93.33
12:32:04 AM     all      2.11      0.00      1.32      0.00      3.68      0.00      0.00      0.00     92.89
12:32:06 AM     all      1.11      0.00      0.83      0.00      0.00      0.00      0.00      0.00     98.06
12:32:08 AM     all      3.65      0.00      1.30      0.26      4.95      0.00      0.00      0.00     89.84
12:32:10 AM     all      2.37      0.00      1.06      0.00      3.17      0.00      0.00      0.00     93.40
12:32:12 AM     all      3.08      0.00      2.06      0.00      5.14      0.00      0.26      0.00     89.46
12:32:14 AM     all      0.56      0.00      0.84      0.00      0.56      0.00      0.00      0.00     98.04
12:32:16 AM     all      0.28      0.00      0.85      0.00      0.00      0.00      0.00      0.00     98.87
12:32:18 AM     all      0.28      0.00      0.56      0.00      0.56      0.00      0.00      0.00     98.60
12:32:20 AM     all      0.83      0.00      0.83      0.28      1.65      0.00      0.00      0.00     96.42
12:32:22 AM     all      2.07      0.00      1.04      0.00      5.18      0.00      0.26      0.00     91.45
12:32:24 AM     all      3.28      0.00      1.64      0.00      0.27      0.00      0.00      0.00     94.81
12:32:26 AM     all      2.43      0.00      1.35      0.00      1.89      0.00      0.00      0.00     94.34
12:32:28 AM     all      1.91      0.00      1.91      0.00      0.55      0.00      0.00      0.00     95.63
12:32:30 AM     all      4.03      0.00      2.61      0.00     10.19      0.00      0.47      0.00     82.70
12:32:32 AM     all      2.94      0.00      2.14      0.00      0.80      0.00      0.00      0.00     94.12
12:32:34 AM     all      8.29      0.00      2.44      0.00      6.10      0.00      0.24      0.00     82.93
12:32:36 AM     all      3.67      0.00      2.10      0.00      3.15      0.00      0.00      0.00     91.08
12:32:38 AM     all      4.17      0.00      1.82      0.26      1.82      0.00      0.26      0.00     91.67
12:32:40 AM     all      7.30      0.00      3.16      0.00      3.16      0.00      0.24      0.00     86.13
12:32:42 AM     all      7.67      0.00      4.08      0.00      3.12      0.00      0.24      0.00     84.89
12:32:44 AM     all     10.98      0.00      3.82      0.24      1.67      0.00      0.24      0.00     83.05
12:32:46 AM     all     10.80      0.00      3.22      0.00      5.52      0.00      0.23      0.00     80.23
12:32:48 AM     all     25.16      0.00      7.40      0.00      0.21      0.00      0.00      0.00     67.23
12:32:50 AM     all     23.77      0.00      5.74      0.00      2.66      0.00      0.00      0.00     67.83
12:32:52 AM     all     25.94      0.00      6.14      0.00      2.57      0.00      0.40      0.00     64.95
12:32:54 AM     all     28.71      0.00      6.75      0.00      2.44      0.00      0.19      0.00     61.91
12:32:56 AM     all     31.32      0.00      6.94      0.00      2.14      0.00      0.53      0.00     59.07
12:32:58 AM     all     29.14      0.00      8.01      0.00      2.37      0.00      0.36      0.00     60.11
12:33:00 AM     all     28.68      0.00      6.62      0.00      2.57      0.00      0.74      0.00     61.40
12:33:02 AM     all     30.90      0.00      5.48      0.18      2.01      0.00      1.46      0.00     59.96
12:33:04 AM     all     30.36      0.00      6.36      0.00      2.00      0.00      1.82      0.00     59.45
12:33:06 AM     all     28.05      0.00      6.92      0.00      3.46      0.00      0.91      0.00     60.66
12:33:08 AM     all     33.28      0.00      7.56      0.00      1.18      0.00      2.52      0.00     55.46
12:33:10 AM     all     29.07      0.00      5.56      0.00      2.22      0.00      2.04      0.00     61.11
12:33:12 AM     all     31.29      0.00      7.01      0.00      0.36      0.00      2.16      0.00     59.17
12:33:14 AM     all     25.15      0.00      4.95      0.20      2.38      0.00      2.38      0.00     64.95
12:33:16 AM     all     23.44      0.00      4.30      0.00      1.08      0.00      1.94      0.00     69.25
12:33:18 AM     all     15.88      0.00      3.58      0.00      4.25      0.00      1.57      0.00     74.72
12:33:20 AM     all     22.17      0.00      3.10      0.00      0.00      0.00      1.55      0.00     73.17
12:33:22 AM     all     15.97      0.00      3.01      0.00      3.24      0.00      1.16      0.00     76.62
12:33:24 AM     all     14.46      0.00      1.45      0.00      3.37      0.00      0.96      0.00     79.76
12:33:26 AM     all     10.85      0.00      1.81      0.00      1.55      0.00      0.78      0.00     85.01
12:33:28 AM     all      6.27      0.00      1.04      0.00      4.70      0.00      0.52      0.00     87.47
12:33:30 AM     all      3.41      0.00      0.85      0.00      1.99      0.00      0.00      0.00     93.75
12:33:32 AM     all      2.61      0.00      1.74      0.00      0.58      0.00      0.29      0.00     94.78
12:33:34 AM     all      1.74      0.00      0.87      0.00      2.33      0.00      0.00      0.00     95.06
12:33:36 AM     all      3.17      0.00      1.44      0.00      3.75      0.00      0.00      0.00     91.64
12:33:38 AM     all      0.60      0.00      0.89      0.30      0.30      0.00      0.00      0.00     97.92
12:33:40 AM     all      3.71      0.00      1.06      0.00      6.37      0.00      0.00      0.00     88.86
12:33:42 AM     all      0.87      0.00      0.87      0.00      3.48      0.00      0.00      0.00     94.78
12:33:44 AM     all      0.88      0.00      0.88      0.00      2.06      0.00      0.29      0.00     95.88
12:33:46 AM     all      3.08      0.00      0.56      0.00      3.36      0.00      0.00      0.00     93.00
12:33:48 AM     all      1.39      0.00      0.56      0.00      5.56      0.00      0.00      0.00     92.50
12:33:50 AM     all      1.99      0.00      0.28      0.28      7.12      0.00      0.00      0.00     90.31
12:33:52 AM     all      0.59      0.00      0.29      0.00      2.05      0.00      0.00      0.00     97.07
12:33:54 AM     all      0.59      0.00      0.59      0.00      1.76      0.00      0.00      0.00     97.06
12:33:56 AM     all      0.89      0.00      0.60      0.00      0.30      0.00      0.00      0.00     98.21
12:33:58 AM     all      0.57      0.00      0.57      0.00      3.72      0.00      0.00      0.00     95.13
12:34:00 AM     all      2.24      0.00      1.68      0.00      3.64      0.00      0.00      0.00     92.44
12:34:02 AM     all      4.40      0.00      2.75      0.00      2.47      0.00      0.27      0.00     90.11
12:34:04 AM     all      1.40      0.00      1.40      0.00      3.64      0.00      0.28      0.00     93.28
12:34:06 AM     all      0.89      0.00      2.66      0.00      0.30      0.00      0.89      0.00     95.27
12:34:08 AM     all      2.76      0.00      4.97      0.28      1.93      0.00      1.66      0.00     88.40
12:34:10 AM     all      3.39      0.00      7.81      0.00      2.08      0.00      3.12      0.00     83.59
12:34:12 AM     all      1.37      0.00      5.74      0.00      0.82      0.00      3.28      0.00     88.80
12:34:14 AM     all      0.79      0.00      6.28      0.00      3.66      0.00      3.93      0.00     85.34
12:34:16 AM     all      2.26      0.00      6.28      0.00      4.52      0.00      3.77      0.00     83.17
12:34:18 AM     all      1.25      0.00      6.75      0.00      3.00      0.00      5.75      0.00     83.25
12:34:20 AM     all      1.82      0.00      5.99      0.00      3.12      0.00      4.17      0.00     84.90
12:34:22 AM     all      2.39      0.00      4.77      0.00      2.12      0.00      3.18      0.00     87.53
12:34:24 AM     all      3.77      0.00      5.03      0.00      7.79      0.00      2.76      0.00     80.65
12:34:26 AM     all      4.65      0.00      3.88      0.26      5.17      0.00      0.78      0.00     85.27
12:34:28 AM     all      3.51      0.00      1.62      0.00      3.24      0.00      1.62      0.00     90.00
12:34:30 AM     all      3.84      0.00      1.10      0.00      3.56      0.00      0.27      0.00     91.23
12:34:32 AM     all      2.26      0.00      1.13      0.00      3.39      0.00      0.00      0.00     93.22
12:34:34 AM     all      1.69      0.00      1.13      0.00      3.39      0.00      0.00      0.00     93.79
12:34:36 AM     all      2.75      0.00      1.37      0.00      3.57      0.00      0.00      0.00     92.31
12:34:38 AM     all      5.11      0.00      2.15      0.27      3.23      0.00      0.00      0.00     89.25
12:34:40 AM     all      0.30      0.00      0.89      0.00      0.89      0.00      0.00      0.00     97.92
12:34:42 AM     all      1.18      0.00      0.89      0.00      3.85      0.00      0.00      0.00     94.08
12:34:44 AM     all      7.24      0.00      2.14      0.27      1.88      0.00      0.27      0.00     88.20
12:34:46 AM     all      4.09      0.00      1.36      0.00      3.27      0.00      0.27      0.00     91.01
12:34:48 AM     all     14.48      0.00      4.92      0.00      4.92      0.00      0.27      0.00     75.41
12:34:50 AM     all      7.61      0.00      2.82      0.00      2.25      0.00      0.00      0.00     87.32
12:34:52 AM     all      6.86      0.00      2.57      0.00      2.86      0.00      0.00      0.00     87.71
12:34:54 AM     all      5.52      0.00      1.74      0.00      4.07      0.00      0.00      0.00     88.66
12:34:56 AM     all      6.73      0.00      2.92      0.00      0.00      0.00      0.00      0.00     90.35
12:34:58 AM     all      8.84      0.00      3.04      0.00      1.93      0.00      0.28      0.00     85.91
12:35:00 AM     all      8.08      0.00      2.51      0.00      2.51      0.00      0.00      0.00     86.91
12:35:02 AM     all     12.76      0.00      4.43      0.26      3.65      0.00      0.00      0.00     78.91
12:35:04 AM     all      6.03      0.00      2.59      0.00      2.01      0.00      0.00      0.00     89.37
12:35:06 AM     all     10.47      0.00      3.86      0.00      0.28      0.00      0.00      0.00     85.40
12:35:08 AM     all      8.33      0.00      2.15      0.27      4.84      0.00      0.27      0.00     84.14
12:35:10 AM     all      6.78      0.00      4.24      0.00      1.98      0.00      0.56      0.00     86.44
12:35:12 AM     all      6.86      0.00      2.86      0.00      3.71      0.00      0.00      0.00     86.57
12:35:14 AM     all      4.52      0.00      1.81      0.00      0.30      0.00      0.30      0.00     93.07
12:35:16 AM     all     12.30      0.00      1.60      0.00      3.48      0.00      0.00      0.00     82.62
12:35:18 AM     all      6.29      0.00      2.86      0.00      4.57      0.00      0.29      0.00     86.00
12:35:20 AM     all      9.37      0.00      3.31      0.00      3.58      0.00      0.00      0.00     83.75
12:35:22 AM     all      6.18      0.00      1.76      0.00      0.59      0.00      0.59      0.00     90.88
12:35:24 AM     all     12.79      0.00      3.66      0.26      2.35      0.00      0.26      0.00     80.68
12:35:26 AM     all     15.74      0.00      4.36      0.00      5.33      0.00      0.48      0.00     74.09
12:35:28 AM     all     12.63      0.00      3.23      0.00      0.27      0.00      0.27      0.00     83.60
12:35:30 AM     all     10.96      0.00      3.74      0.00      2.14      0.00      0.27      0.00     82.89
12:35:32 AM     all     13.21      0.00      4.15      0.00      1.81      0.00      0.26      0.00     80.57
12:35:34 AM     all     11.57      0.00      2.48      0.00      0.00      0.00      0.00      0.00     85.95
12:35:36 AM     all     11.96      0.00      4.33      0.25      3.56      0.00      0.76      0.00     79.13
12:35:38 AM     all     13.23      0.00      4.58      0.00      3.05      0.00      0.00      0.00     79.13
12:35:40 AM     all     13.53      0.00      5.01      0.00      3.26      0.00      0.50      0.00     77.69
12:35:42 AM     all     15.78      0.00      5.83      0.00      3.16      0.00      0.24      0.00     75.00
12:35:44 AM     all     15.75      0.00      5.73      0.00      2.86      0.24      0.24      0.00     75.18
12:35:46 AM     all     18.75      0.00      4.33      0.00      3.37      0.00      0.48      0.00     73.08
12:35:48 AM     all     19.81      0.00      5.66      0.00      1.65      0.00      0.47      0.00     72.41
12:35:50 AM     all     13.88      0.00      5.02      0.00      4.31      0.00      0.48      0.00     76.32
12:35:52 AM     all     19.63      0.00      5.61      0.00      1.64      0.00      0.47      0.00     72.66
12:35:54 AM     all     24.27      0.00      8.30      0.00      2.28      0.00      0.41      0.00     64.73
12:35:56 AM     all     24.26      0.00      6.96      0.00      1.90      0.00      1.05      0.00     65.82
12:35:58 AM     all     29.21      0.00      7.71      0.00      0.41      0.00      0.20      0.00     62.47
12:36:00 AM     all     29.35      0.00      7.83      0.20      1.96      0.00      0.39      0.00     60.27
12:36:02 AM     all     21.91      0.00      7.23      0.00      2.34      0.00      1.49      0.00     67.02
12:36:04 AM     all     26.82      0.00      6.86      0.00      0.21      0.00      1.04      0.00     65.07
12:36:06 AM     all     29.51      0.00      7.71      0.00      3.57      0.00      0.38      0.00     58.83
12:36:08 AM     all     35.68      0.00      7.93      0.00      0.18      0.00      1.08      0.00     55.14
12:36:10 AM     all     35.36      0.00      8.75      0.00      1.43      0.00      0.71      0.00     53.75
12:36:12 AM     all     33.94      0.00      9.03      0.18      0.18      0.00      0.90      0.00     55.78
12:36:14 AM     all     34.11      0.00      7.18      0.00      1.44      0.00      1.44      0.00     55.83
12:36:16 AM     all     38.46      0.00      7.53      0.00      1.00      0.00      1.34      0.00     51.67
12:36:18 AM     all     36.33      0.00      7.30      0.00      3.23      0.00      1.02      0.00     52.12
12:36:20 AM     all     37.97      0.00      8.64      0.00      0.17      0.00      1.02      0.00     52.20
12:36:22 AM     all     38.01      0.00      7.94      0.00      0.34      0.00      1.52      0.00     52.20
12:36:24 AM     all     33.86      0.00      7.89      0.00      2.28      0.00      1.75      0.00     54.21
12:36:26 AM     all     38.82      0.00      7.83      0.00      1.92      0.00      1.76      0.00     49.68
12:36:28 AM     all     36.01      0.00      6.82      0.00      1.05      0.00      1.92      0.00     54.20
12:36:30 AM     all     35.83      0.00      6.78      0.00      1.57      0.00      1.91      0.00     53.91
12:36:32 AM     all     37.33      0.00      9.17      0.00      0.17      0.00      1.67      0.00     51.67
12:36:34 AM     all     38.19      0.00      8.09      0.00      1.13      0.00      2.59      0.00     50.00
12:36:36 AM     all     36.32      0.00      7.75      0.00      0.17      0.00      2.75      0.00     53.01
12:36:38 AM     all     33.95      0.00      8.11      0.00      3.21      0.00      1.86      0.00     52.87
12:36:40 AM     all     36.59      0.00      8.77      0.00      0.17      0.00      2.70      0.00     51.77
12:36:42 AM     all     34.49      0.00      6.45      0.17      2.09      0.00      2.96      0.00     53.83
12:36:44 AM     all     33.21      0.00      7.48      0.00      0.36      0.00      2.19      0.00     56.75
12:36:46 AM     all     32.63      0.00      6.68      0.00      0.00      0.00      1.72      0.00     58.97
12:36:48 AM     all     36.02      0.00      5.43      0.00      2.62      0.00      2.21      0.00     53.72
12:36:50 AM     all     31.63      0.00      5.31      0.00      1.63      0.00      1.84      0.00     59.59
12:36:52 AM     all     30.82      0.00      6.50      0.00      0.21      0.00      1.89      0.00     60.59
12:36:54 AM     all     29.31      0.00      6.65      0.00      3.33      0.00      2.49      0.00     58.21
12:36:56 AM     all     29.40      0.00      6.01      0.00      0.21      0.00      1.93      0.00     62.45
12:36:58 AM     all     25.79      0.00      4.07      0.23      2.94      0.00      1.81      0.00     65.16
12:37:00 AM     all     24.82      0.00      4.45      0.00      0.47      0.00      2.81      0.00     67.45
12:37:02 AM     all     19.06      0.00      5.45      0.00      2.97      0.00      1.73      0.00     70.79
12:37:04 AM     all     17.24      0.00      2.92      0.00      0.27      0.00      2.92      0.00     76.66
12:37:06 AM     all     17.29      0.00      5.05      0.00      0.27      0.00      0.53      0.00     76.86
12:37:08 AM     all     15.89      0.00      3.84      0.00      3.29      0.00      0.27      0.00     76.71
12:37:10 AM     all     11.11      0.00      2.78      0.00      3.89      0.00      0.83      0.00     81.39
12:37:12 AM     all     11.21      0.00      3.24      0.00      1.47      0.00      0.59      0.00     83.48
12:37:14 AM     all      9.76      0.00      3.05      0.00      0.91      0.00      0.30      0.00     85.98
12:37:16 AM     all      7.72      0.00      4.75      0.00      5.04      0.00      0.00      0.00     82.49
12:37:18 AM     all      9.04      0.00      3.61      0.00      0.30      0.00      0.00      0.00     87.05
12:37:20 AM     all      9.01      0.00      3.60      0.00      0.60      0.00      0.30      0.00     86.49
12:37:22 AM     all     12.57      0.00      4.09      0.00      0.29      0.00      0.29      0.00     82.75
12:37:24 AM     all      8.02      0.00      2.16      0.00      0.62      0.00      0.00      0.00     89.20
12:37:26 AM     all     12.24      0.00      2.39      0.00      0.30      0.00      0.00      0.00     85.07
12:37:28 AM     all      7.53      0.00      2.71      0.30      1.81      0.00      0.00      0.00     87.65
12:37:30 AM     all      8.41      0.00      3.00      0.00      2.10      0.00      0.00      0.00     86.49
12:37:32 AM     all      5.90      0.00      3.11      0.00      0.31      0.00      0.00      0.00     90.68
12:37:34 AM     all      8.28      0.00      2.76      0.00      0.31      0.00      0.00      0.00     88.65
12:37:36 AM     all      7.95      0.00      2.45      0.00      0.31      0.00      0.00      0.00     89.30
12:37:38 AM     all      9.61      0.00      3.60      0.00      0.30      0.00      0.30      0.00     86.19
12:37:40 AM     all      8.58      0.00      1.78      0.30      2.37      0.00      0.00      0.00     86.98
12:37:42 AM     all      8.11      0.00      3.30      0.00      0.60      0.00      0.30      0.00     87.69
12:37:44 AM     all      9.42      0.00      2.43      0.00      0.30      0.00      0.00      0.00     87.84
12:37:46 AM     all      9.34      0.00      2.11      0.00      0.30      0.00      0.00      0.00     88.25
12:37:48 AM     all      6.01      0.00      3.16      0.00      0.32      0.00      0.00      0.00     90.51
12:37:50 AM     all      8.18      0.00      3.03      0.00      0.30      0.00      0.00      0.00     88.48
12:37:52 AM     all      7.51      0.00      2.40      0.00      2.40      0.00      0.00      0.00     87.69
12:37:54 AM     all      9.24      0.00      6.44      0.00      5.32      0.00      0.56      0.00     78.43
12:37:56 AM     all      8.51      0.00      2.13      0.00      0.30      0.00      0.00      0.00     89.06
12:37:58 AM     all      8.79      0.00      3.33      0.30      0.30      0.00      0.30      0.00     86.97
12:38:00 AM     all      8.09      0.00      4.05      0.00      2.89      0.00      0.00      0.00     84.97
12:38:02 AM     all     10.23      0.00      4.26      0.00      2.56      0.00      0.00      0.00     82.95
12:38:04 AM     all      6.48      0.00      2.16      0.00      2.47      0.00      0.00      0.00     88.89
12:38:06 AM     all      9.65      0.00      4.39      0.00      0.88      0.00      0.58      0.00     84.50
12:38:08 AM     all      8.04      0.00      2.68      0.00      2.08      0.00      0.30      0.00     86.90
12:38:10 AM     all      8.05      0.00      3.45      0.29      3.45      0.00      0.00      0.00     84.77
12:38:12 AM     all      6.06      0.00      2.73      0.00      2.12      0.00      0.30      0.00     88.79
12:38:14 AM     all      8.33      0.00      4.46      0.00      0.30      0.00      0.30      0.00     86.61
12:38:16 AM     all      7.44      0.00      5.06      0.00      0.00      0.00      0.30      0.00     87.20
12:38:18 AM     all      8.41      0.00      5.80      0.00      0.58      0.00      1.16      0.00     84.06
12:38:20 AM     all      8.02      0.00      4.30      0.00      7.16      0.00      0.57      0.00     79.94
12:38:22 AM     all      7.06      0.00      4.71      0.00      4.41      0.00      0.29      0.00     83.53
12:38:24 AM     all      7.78      0.00      6.94      0.00      4.44      0.00      1.67      0.00     79.17
12:38:26 AM     all     10.37      0.00      8.78      0.00      6.38      0.00      1.86      0.00     72.61
12:38:28 AM     all      6.71      0.00      6.41      0.00      0.58      0.00      1.75      0.00     84.55
12:38:30 AM     all      7.34      0.00      7.34      0.00      0.56      0.00      2.26      0.00     82.49
12:38:32 AM     all     10.79      0.00      7.11      0.00      1.58      0.00      3.16      0.00     77.37
12:38:34 AM     all      7.76      0.00      8.31      0.28      0.28      0.00      2.49      0.00     80.89
12:38:36 AM     all      8.29      0.00      8.29      0.00      0.28      0.00      3.04      0.00     80.11
12:38:38 AM     all      8.36      0.00      9.16      0.00      0.54      0.00      3.50      0.00     78.44
12:38:40 AM     all      7.61      0.00      8.97      0.00      0.27      0.00      4.08      0.00     79.08
12:38:42 AM     all      8.75      0.00      7.96      0.00      0.53      0.00      5.04      0.00     77.72
12:38:44 AM     all      8.20      0.00      9.02      0.00      0.27      0.00      3.28      0.00     79.23
12:38:46 AM     all      6.10      0.00     10.34      0.27      2.65      0.00      3.98      0.00     76.66
12:38:48 AM     all     15.90      0.00      8.09      0.00      3.23      0.00      3.50      0.00     69.27
12:38:50 AM     all     11.65      0.00     10.30      0.00      0.27      0.00      4.07      0.00     73.71
12:38:52 AM     all     10.53      0.00     10.79      0.00      0.53      0.00      5.79      0.00     72.37
12:38:54 AM     all     13.06      0.00     12.11      0.00      9.74      0.00      4.99      0.00     60.10
12:38:56 AM     all      7.47      0.00     11.08      0.00      5.67      0.00      7.22      0.00     68.56
12:38:58 AM     all     13.32      0.00     10.18      0.00      0.26      0.00      5.22      0.00     71.02
12:39:00 AM     all     12.70      0.00     10.85      0.00      0.53      0.00      4.50      0.00     71.43
12:39:02 AM     all     13.22      0.00      9.13      0.00      7.21      0.00      5.05      0.00     65.38
12:39:04 AM     all     13.44      0.00      9.30      0.00      1.03      0.00      6.46      0.00     69.77
12:39:06 AM     all      9.92      0.00     10.70      0.00      0.26      0.00      7.83      0.00     71.28
12:39:08 AM     all     11.05      0.00     10.79      0.00      0.79      0.00      6.05      0.00     71.32
12:39:10 AM     all     12.63      0.00      8.33      0.76      3.79      0.00      4.80      0.00     69.70
12:39:12 AM     all     13.51      0.00      9.61      0.00      0.26      0.00      6.23      0.00     70.39
12:39:14 AM     all     12.89      0.00      8.25      0.00      1.80      0.00      6.44      0.00     70.62
12:39:16 AM     all     15.28      0.00      8.04      0.00      0.00      0.00      4.29      0.00     72.39
12:39:18 AM     all     14.51      0.00      9.23      0.00      0.26      0.00      3.69      0.00     72.30
12:39:20 AM     all     16.00      0.00      6.67      0.00      1.87      0.00      4.00      0.00     71.47
12:39:22 AM     all     15.30      0.00      6.28      0.00      0.27      0.00      3.55      0.00     74.59
12:39:24 AM     all     15.19      0.00      8.01      0.00      0.28      0.00      2.49      0.00     74.03
12:39:26 AM     all     17.12      0.00      4.89      0.00      0.27      0.00      2.72      0.00     75.00
12:39:28 AM     all     13.31      0.00      6.23      0.28      0.00      0.00      3.40      0.00     76.77
12:39:30 AM     all     14.52      0.00      5.38      0.00      3.49      0.00      2.42      0.00     74.19
12:39:32 AM     all     15.97      0.00      6.44      0.00      0.56      0.00      2.24      0.00     74.79
12:39:34 AM     all     15.49      0.00      5.51      0.00      3.15      0.00      1.31      0.00     74.54
12:39:36 AM     all     15.85      0.00      4.61      0.00      0.29      0.00      0.58      0.00     78.67
12:39:38 AM     all     16.07      0.00      4.99      0.00      1.94      0.00      0.55      0.00     76.45
12:39:40 AM     all     16.34      0.00      5.26      0.28      1.66      0.00      0.28      0.00     76.18
12:39:42 AM     all     17.18      0.00      7.04      0.00      0.56      0.00      0.28      0.00     74.93
12:39:44 AM     all     17.43      0.00      4.00      0.00      0.29      0.00      0.00      0.00     78.29
12:39:46 AM     all     16.53      0.00      5.60      0.00      1.96      0.00      0.28      0.00     75.63
12:39:48 AM     all     13.01      0.00      4.91      0.00      2.02      0.00      0.29      0.00     79.77
12:39:50 AM     all     16.20      0.00      5.31      0.00      1.96      0.00      0.00      0.00     76.54
12:39:52 AM     all     20.95      0.00      5.84      0.00      1.33      0.00      0.27      0.00     71.62
12:39:54 AM     all     17.98      0.00      4.78      0.00      0.56      0.00      0.00      0.00     76.69
12:39:56 AM     all     17.00      0.00      4.61      0.00      0.29      0.00      0.00      0.00     78.10
12:39:58 AM     all     14.87      0.00      4.96      0.00      0.29      0.00      0.00      0.00     79.88
12:40:00 AM     all     18.44      0.00      4.19      0.00      0.28      0.00      0.28      0.00     76.82
12:40:02 AM     all     17.94      0.00      6.07      0.00      5.01      0.00      0.79      0.00     70.18
12:40:04 AM     all     16.48      0.00      5.11      0.85      0.85      0.00      0.28      0.00     76.42
12:40:06 AM     all     15.62      0.00      6.53      0.00      0.28      0.00      0.00      0.00     77.56
12:40:08 AM     all     17.63      0.00      5.51      0.00      1.93      0.00      0.00      0.00     74.93
12:40:10 AM     all     17.65      0.00      6.72      0.00      3.36      0.00      0.56      0.00     71.71
12:40:12 AM     all     20.71      0.00      4.90      0.00      0.27      0.00      0.27      0.00     73.84
12:40:14 AM     all     16.09      0.00      4.89      0.00      0.57      0.00      0.00      0.00     78.45
12:40:16 AM     all     18.63      0.00      4.38      1.37      2.19      0.00      0.00      0.00     73.42
