Linux 2.6.32-431.3.1.el6.x86_64 (mule-perflab06.managed.contegix.com) 	06/18/2014 	_x86_64_	(24 CPU)

05:18:49 PM   frmpg/s   bufpg/s   campg/s
05:39:31 PM   -191.88      0.00      1.02
05:39:33 PM     63.13      0.00      1.52
05:39:35 PM    -12.50      0.00      0.50
05:39:37 PM     92.89      0.00      2.03
05:39:39 PM    189.85      0.00      1.52
05:39:41 PM   -432.83      0.00      1.01
05:39:43 PM    564.32      0.00      2.01
05:39:45 PM   -105.00      0.00      0.50
05:39:47 PM    -49.24      0.00      3.05
05:39:49 PM    -84.85      0.00      0.51
05:39:51 PM    -33.17      0.00      2.01
05:39:53 PM    131.98      0.00      1.52
05:39:55 PM      3.05      0.00      1.02
05:39:57 PM  -1131.31      0.00      2.02
05:39:59 PM   1211.56      0.00      1.51
05:40:01 PM   -139.80      0.00      2.55
05:40:03 PM    -42.93      0.00      3.03
05:40:05 PM  -1473.50      0.00      1.00
05:40:07 PM    376.77      0.00      2.02
05:40:09 PM   1179.29      0.00      2.53
05:40:11 PM  -1084.50      0.00      1.00
05:40:13 PM   -313.57      0.00      2.01
05:40:15 PM   1100.51      0.00      1.52
05:40:17 PM    205.56      0.00      1.52
05:40:19 PM   -171.21      0.00      1.01
05:40:21 PM    -90.91      0.00      1.01
05:40:23 PM    357.00      0.00      1.50
05:40:25 PM     30.81      0.00      1.01
05:40:27 PM    -28.93      0.00      2.54
05:40:29 PM     70.85      0.00      1.01
05:40:31 PM    -30.30      0.00      1.52
05:40:33 PM     85.43      0.00      1.01
05:40:35 PM    -61.62      0.00      1.01
05:40:37 PM     33.00      0.00      2.00
05:40:39 PM     13.64      0.00      1.01
05:40:41 PM    -52.02      0.00      1.52
05:40:43 PM   -184.42      0.00      1.01
05:40:45 PM     64.97      0.00      1.02
05:40:47 PM     57.58      0.00      2.02
05:40:49 PM    -33.33      0.00      2.02
05:40:51 PM     -7.04      0.00      1.51
05:40:53 PM     81.12      0.00      1.02
05:40:55 PM     47.74      0.00      2.51
05:40:57 PM  -1204.00      0.00      1.00
05:40:59 PM   1075.13      0.00      0.00
05:41:01 PM    -18.27      0.00      2.54
05:41:03 PM     53.50      0.00      3.00
05:41:05 PM     47.96      0.00      2.04
05:41:07 PM  -1136.04      0.00      1.52
05:41:09 PM   1137.69      0.00      2.01
05:41:11 PM  -1051.01      0.00      2.02
05:41:13 PM     52.02      0.00      1.01
05:41:15 PM   1056.06      0.00      1.52
05:41:17 PM    -60.61      0.00      1.52
05:41:19 PM    -47.21      0.00      1.02
05:41:21 PM    -34.67      0.00      2.01
05:41:23 PM     32.32      0.00      0.51
05:41:25 PM     25.38      0.00      2.03
05:41:27 PM    -14.29      0.00      2.04
05:41:29 PM    142.64      0.00      1.52
05:41:31 PM   -155.50      0.00      2.00
05:41:33 PM     31.66      0.00      1.51
05:41:35 PM     32.66      0.00      2.51
05:41:37 PM   -140.50      0.00      0.00
05:41:39 PM     45.73      0.00      1.01
05:41:41 PM     36.87      0.00      1.52
05:41:43 PM    -46.00      0.00      1.00
05:41:45 PM    -62.94      0.00      2.03
05:41:47 PM     65.66      0.00      1.52
05:41:49 PM     46.97      0.00      1.01
05:41:51 PM    -39.90      0.00      1.52
05:41:53 PM    124.24      0.00      1.01
05:41:55 PM     31.47      0.00      2.54
05:41:57 PM  -1162.81      0.00      0.50
05:41:59 PM   1129.65      0.00      1.51
05:42:01 PM     70.20      0.00      2.53
05:42:03 PM     -4.06      0.00      1.52
05:42:05 PM  -1731.63      0.00      2.04
05:42:07 PM    494.50      0.00      1.00
05:42:09 PM   1077.78      0.00      3.54
05:42:11 PM  -1271.21      0.00      0.51
05:42:13 PM    252.53      0.00      1.52
05:42:15 PM   1046.23      0.00      2.51
05:42:17 PM    -96.45      0.00      1.02
05:42:19 PM     34.69      0.00      0.51
05:42:21 PM    -80.30      0.00      1.52
05:42:23 PM     66.67      0.00      2.02
05:42:25 PM     60.61      0.00      2.02
05:42:27 PM    -12.63      0.00      1.01
05:42:29 PM    -24.62      0.00      1.51
05:42:31 PM    -15.74      0.00      0.51
05:42:33 PM    -20.71      0.00      2.53
05:42:35 PM     47.96      0.00      1.53
05:42:37 PM    -91.46      0.00      1.01
05:42:39 PM    -15.66      0.00      1.52
05:42:41 PM     35.03      0.00      1.02
05:42:43 PM     14.50      0.00      1.50
05:42:45 PM     19.70      0.00      1.52
05:42:47 PM     50.76      0.00      1.02
05:42:49 PM    -45.00      0.00      2.50
05:42:51 PM     31.16      0.00      1.01
05:42:53 PM    -30.77      0.00      1.54
05:42:55 PM    -63.32      0.00      1.51
05:42:57 PM  -1321.21      0.00      1.52
05:42:59 PM   1073.50      0.00      1.00
05:43:01 PM    -14.72      0.00      1.52
05:43:03 PM     45.50      0.00      2.50
05:43:05 PM     98.97      0.00      2.56
05:43:07 PM  -1070.05      0.00      0.51
05:43:09 PM   1015.58      0.00      2.01
05:43:11 PM   -967.84      0.00      0.50
05:43:13 PM     34.67      0.00      2.01
05:43:15 PM    907.18      0.00      1.54
05:43:17 PM     96.46      0.00      1.01
05:43:19 PM     14.21      0.00      1.52
05:43:21 PM      1.01      0.00      1.51
05:43:23 PM    -31.84      0.00      1.49
05:43:25 PM      2.51      0.00      1.51
05:43:27 PM     51.53      0.00      2.04
05:43:29 PM     62.63      0.00      2.53
05:43:31 PM     17.59      0.00      1.51
05:43:33 PM    -47.45      0.00      1.53
05:43:35 PM    -59.80      0.00      1.51
05:43:37 PM     33.84      0.00      2.53
05:43:39 PM    -76.02      0.00      0.51
05:43:41 PM    -73.10      0.00      0.51
05:43:43 PM     14.14      0.00      2.02
05:43:45 PM   -110.15      0.00      1.02
05:43:47 PM    361.93      0.00      2.03
05:43:49 PM    -78.17      0.00      0.51
05:43:51 PM     56.63      0.00      1.53
05:43:53 PM   -121.72      0.00      2.02
05:43:55 PM      4.02      0.00      1.01
05:43:57 PM  -1172.59      0.00      1.52
05:43:59 PM    964.97      0.00      1.02
05:44:01 PM    276.77      0.00      3.54
05:44:03 PM      1.00      0.00      2.00
05:44:05 PM   -176.65      0.00      1.02
05:44:07 PM  -1005.05      0.00      1.01
05:44:09 PM    987.44      0.00      2.01
05:44:11 PM   -998.47      0.00      2.04
05:44:13 PM     88.38      0.00      1.52
05:44:15 PM    973.98      0.00      2.04
05:44:17 PM     32.34      0.00      1.00
05:44:19 PM     15.82      0.00      2.55
05:44:21 PM    -94.97      0.00      0.50
05:44:23 PM   -110.66      0.00      1.52
05:44:25 PM    204.52      0.00      1.51
05:44:27 PM     28.43      0.00      2.03
05:44:29 PM     27.92      0.00      0.51
05:44:31 PM    109.60      0.00      1.52
05:44:33 PM     46.46      0.00      1.01
05:44:35 PM    131.82      0.00      2.02
05:44:37 PM    -93.94      0.00      1.01
05:44:39 PM    112.12      0.00      1.01
05:44:41 PM   -125.25      0.00      1.01
05:44:43 PM    -72.45      0.00      2.55
05:44:45 PM     63.64      0.00      2.02
05:44:47 PM     32.49      0.00      0.51
05:44:49 PM    -12.06      0.00      2.01
05:44:51 PM    -47.72      0.00      1.52
05:44:53 PM    -91.84      0.00      2.04
05:44:55 PM    -43.37      0.00      1.53
05:44:57 PM  -1066.50      0.00      1.50
05:44:59 PM   1113.64      0.00      1.52
05:45:01 PM     32.99      0.00      3.05
05:45:03 PM   -122.00      0.00      2.00
05:45:05 PM    -37.00      0.00      1.00
05:45:07 PM  -1274.75      0.00      1.01
05:45:09 PM   1381.12      0.00      2.04
05:45:11 PM  -1241.00      0.00      1.00
05:45:13 PM     19.00      0.00      2.50
05:45:15 PM    993.94      0.00      2.02
05:45:17 PM    -71.94      0.00      1.02
05:45:19 PM     61.42      0.00      1.02
05:45:21 PM     78.68      0.00      2.03
05:45:23 PM    160.61      0.00      2.02
05:45:25 PM     32.66      0.00      1.51
05:45:27 PM    -46.73      0.00      1.51
05:45:29 PM    -43.94      0.00      1.01
05:45:31 PM    -92.96      0.00      2.51
05:45:33 PM     57.29      0.00      1.51
05:45:35 PM     17.17      0.00      1.52
05:45:37 PM     55.05      0.00      1.52
05:45:39 PM    -79.80      0.00      1.01
05:45:41 PM     63.64      0.00      1.01
05:45:43 PM     -2.02      0.00      1.01
05:45:45 PM    -59.09      0.00      1.01
05:45:47 PM    208.16      0.00      1.53
05:45:49 PM    -43.43      0.00      1.52
05:45:51 PM    -78.35      0.00      1.03
05:45:53 PM    -79.29      0.00      1.52
05:45:55 PM     85.71      0.00      1.53
05:45:57 PM  -1263.96      0.00      1.52
05:45:59 PM   1246.15      0.00      1.03
05:46:01 PM     -4.55      0.00      3.03
05:46:03 PM     55.56      0.00      2.53
05:46:05 PM    -63.64      0.00      1.52
05:46:07 PM  -1046.46      0.00      1.52
05:46:09 PM   1046.73      0.00      2.51
05:46:11 PM  -1274.24      0.00      1.52
05:46:13 PM     57.14      0.00      1.53
05:46:15 PM    922.61      0.00      1.51
05:46:17 PM    -31.50      0.00      0.50
05:46:19 PM    131.98      0.00      2.03
05:46:21 PM    -78.79      0.00      0.51
05:46:23 PM    -79.00      0.00      2.00
05:46:25 PM    190.86      0.00      1.02
05:46:27 PM     13.57      0.00      1.01
05:46:29 PM    116.84      0.00      1.53
05:46:31 PM   -154.77      0.00      1.51
05:46:33 PM    170.71      0.00      1.01
05:46:35 PM    -30.15      0.00      1.01
05:46:37 PM    -44.67      0.00      2.03
05:46:39 PM     94.97      0.00      1.01
05:46:41 PM     47.50      0.00      2.00
05:46:43 PM    -73.00      0.00      1.00
05:46:45 PM    -77.78      0.00      1.52
05:46:47 PM     16.16      0.00      1.01
05:46:49 PM     19.60      0.00      1.51
05:46:51 PM    -29.80      0.00      2.02
05:46:53 PM     15.50      0.00      1.50
05:46:55 PM     81.22      0.00      2.03
05:46:57 PM  -1369.90      0.00      1.02
05:46:59 PM   1086.87      0.00      2.02
05:47:01 PM     47.21      0.00      2.54
05:47:03 PM   -187.94      0.00      1.01
05:47:05 PM  -1628.79      0.00      1.52
05:47:07 PM    610.61      0.00      1.52
05:47:09 PM   1268.53      0.00      2.03
05:47:11 PM  -1454.08      0.00      2.55
05:47:13 PM     13.43      0.00      1.49
05:47:15 PM   1174.11      0.00      1.02
05:47:17 PM     31.82      0.00      1.52
05:47:19 PM      1.01      0.00      1.51
05:47:21 PM    124.12      0.00      2.01
05:47:23 PM     15.58      0.00      1.51
05:47:25 PM    -61.31      0.00      2.01
05:47:27 PM    -47.21      0.00      1.02
05:47:29 PM     48.99      0.00      1.52
05:47:31 PM    -30.30      0.00      1.52
05:47:33 PM     17.09      0.00      1.51
05:47:35 PM      4.04      0.00      1.01
05:47:37 PM     77.16      0.00      1.02
05:47:39 PM     -0.51      0.00      2.02
05:47:41 PM    -35.03      0.00      2.03
05:47:43 PM    -33.50      0.00      0.51
05:47:45 PM     -4.04      0.00      1.01
05:47:47 PM   -359.90      0.00      1.02
05:47:49 PM    445.92      0.00      2.04
05:47:51 PM    -39.70      0.00      1.01
05:47:53 PM      2.03      0.00      1.52
05:47:55 PM    -93.40      0.00      1.02
05:47:57 PM  -1094.95      0.00      1.52
05:47:59 PM   1124.62      0.00      1.51
05:48:01 PM     87.88      0.00      3.03
05:48:03 PM     76.88      0.00      2.01
05:48:05 PM    217.77      0.00      1.52
05:48:07 PM  -1377.78      0.00      1.01
05:48:09 PM    886.29      0.00      2.03
05:48:11 PM  -1091.37      0.00      1.52
05:48:13 PM    173.60      0.00      2.03
05:48:15 PM    990.05      0.00      1.99
05:48:17 PM    -60.91      0.00      1.02
05:48:19 PM     92.46      0.00      1.51
05:48:21 PM   -156.57      0.00      2.02
05:48:23 PM    108.54      0.50      0.50
05:48:25 PM    -14.21      0.00      1.52
05:48:27 PM    146.67      0.00      1.03
05:48:29 PM     33.17      0.00      2.51
05:48:31 PM   -155.78      0.00      2.51
05:48:33 PM     78.68      0.00      0.51
05:48:35 PM     94.44      0.00      3.03
05:48:37 PM     31.31      0.00      1.52
05:48:39 PM    -60.80      0.00      1.01
05:48:41 PM    -44.62      0.00      1.54
05:48:43 PM     64.32      0.00      1.01
05:48:45 PM    193.91      0.00      2.54
05:48:47 PM   -124.50      0.00      1.50
05:48:49 PM      1.00      0.00      1.49
05:48:51 PM    -48.47      0.00      1.53
05:48:53 PM     34.52      0.00      1.02
05:48:55 PM     52.79      0.00      1.52
05:48:57 PM  -1279.70      0.00      1.02
05:48:59 PM    984.50      0.00      1.50
05:49:01 PM     58.00      0.00      2.50
05:49:03 PM    -22.34      0.00      1.52
05:49:05 PM   -118.09      0.00      1.51
05:49:07 PM  -1175.25      0.00      1.01
05:49:09 PM   1308.08      0.00      2.53
05:49:11 PM  -1249.75      0.00      2.03
05:49:13 PM     -2.04      0.00      1.02
05:49:15 PM   1138.19      0.00      1.01
05:49:17 PM     82.41      0.00      1.01
05:49:19 PM    110.15      0.00      3.05
05:49:21 PM   -127.27      0.00      1.01
05:49:23 PM    -14.65      0.00      1.01
05:49:25 PM      7.00      0.00      1.00
05:49:27 PM    126.90      0.00      1.52
05:49:29 PM    159.30      0.00      2.01
05:49:31 PM   -125.63      0.00      1.01
05:49:33 PM      4.04      0.00      1.52
05:49:35 PM     47.47      0.00      2.02
05:49:37 PM      0.00      0.00      2.00
05:49:39 PM      1.01      0.00      1.52
05:49:41 PM   -188.32      0.00      0.00
05:49:43 PM     35.00      0.00      2.00
05:49:45 PM     20.20      0.00      1.01
05:49:47 PM    -60.61      0.00      1.01
05:49:49 PM    158.59      0.00      2.02
05:49:51 PM    -59.90      0.00      1.49
05:49:53 PM   -108.72      0.00      1.54
05:49:55 PM     15.74      0.00      1.02
05:49:57 PM  -1206.15      0.00      2.56
05:49:59 PM   1042.21      0.00      2.01
05:50:01 PM     62.63      0.00      2.02
05:50:03 PM   -214.65      0.00      2.02
05:50:05 PM  -1590.95      0.00      1.51
05:50:07 PM    566.50      0.00      2.03
05:50:09 PM   1349.49      0.00      3.06
05:50:11 PM  -1273.00      0.00      1.50
05:50:13 PM   -109.60      0.00      0.51
05:50:15 PM   1267.17      0.00      2.02
05:50:17 PM     44.95      0.00      1.01
05:50:19 PM      3.02      0.00      2.01
05:50:21 PM    126.13      0.00      0.50
05:50:23 PM   -216.58      0.00      2.01
05:50:25 PM     78.68      0.00      1.52
05:50:27 PM     30.46      0.00      1.02
05:50:29 PM     50.25      0.00      1.52
05:50:31 PM    -15.66      0.00      1.52
05:50:33 PM     30.61      0.00      1.02
05:50:35 PM     59.39      0.00      2.03
05:50:37 PM    -22.61      0.00      1.01
05:50:39 PM     35.68      0.00      2.01
05:50:41 PM   -102.00      0.00      1.00
05:50:43 PM     81.54      0.00      1.03
05:50:45 PM     18.69      0.00      1.52
05:50:47 PM     30.15      0.00      1.51
05:50:49 PM    -46.73      0.00      2.01
05:50:51 PM   -140.10      0.00      1.02
05:50:53 PM     93.53      0.00      1.00
05:50:55 PM    -13.64      0.00      2.53
05:50:57 PM  -1280.40      0.00      1.01
05:50:59 PM   1190.91      0.00      2.53
05:51:01 PM    -18.50      0.00      2.50
05:51:03 PM     63.68      0.00      0.50
05:51:05 PM    -49.49      0.00      2.02
05:51:07 PM  -1189.45      0.00      2.01
05:51:09 PM   1168.50      0.00      2.00
05:51:11 PM  -1051.01      0.00      1.01
05:51:13 PM    -29.65      0.00      2.01
05:51:15 PM   1264.97      0.00      1.02
05:51:17 PM   -138.50      0.00      1.50
05:51:19 PM    154.55      0.00      1.52
05:51:21 PM   -168.18      0.00      2.02
05:51:23 PM     44.16      0.00      1.02
05:51:25 PM     34.34      0.00      1.01
05:51:27 PM    -13.71      0.00      2.03
05:51:29 PM    -55.78      0.00      2.01
05:51:31 PM    -78.28      0.00      1.52
05:51:33 PM    103.03      0.00      1.01
05:51:35 PM    115.66      0.00      1.01
05:51:37 PM    -65.15      0.00      2.02
05:51:39 PM    -76.26      0.00      1.52
05:51:41 PM     13.71      0.00      1.52
05:51:43 PM     66.33      0.00      0.00
05:51:45 PM    -62.12      0.00      1.52
05:51:47 PM     36.87      0.00      1.52
05:51:49 PM     95.92      0.00      2.04
05:51:51 PM    -24.49      0.00      1.53
05:51:53 PM    153.77      0.00      1.01
05:51:55 PM   -254.08      0.00      1.53
05:51:57 PM   -971.86      0.00      2.01
05:51:59 PM   1050.00      0.00      1.02
05:52:01 PM    -12.63      0.00      3.03
05:52:03 PM    -15.66      0.00      1.01
05:52:05 PM     17.59      0.00      2.01
05:52:07 PM  -1297.96      0.00      2.04
05:52:09 PM   1102.02      0.00      2.53
05:52:11 PM  -1232.83      0.00      1.01
05:52:13 PM    125.89      0.00      1.02
05:52:15 PM   1068.84      0.00      2.01
05:52:17 PM     17.68      0.00      2.02
05:52:19 PM     17.35      0.00      1.53
05:52:21 PM   -120.00      0.00      1.00
05:52:23 PM    123.74      0.00      0.51
05:52:25 PM    -39.70      0.00      2.01
05:52:27 PM    125.00      0.00      1.00
05:52:29 PM   -225.38      0.00      1.02
05:52:31 PM     16.67      0.00      1.52
05:52:33 PM     36.55      0.00      1.52
05:52:35 PM    -35.18      0.00      1.01
05:52:37 PM     82.23      0.00      2.03
05:52:39 PM   -222.84      0.00      1.02
05:52:41 PM      1.01      0.00      2.02
05:52:43 PM     85.71      0.00      1.02
05:52:45 PM     65.33      0.00      1.01
05:52:47 PM     92.96      0.00      2.01
05:52:49 PM   -125.63      0.00      2.01
05:52:51 PM     16.08      0.00      2.01
05:52:53 PM    -45.23      0.00      1.01
05:52:55 PM      0.51      0.00      3.03
05:52:57 PM  -1178.89      0.00      2.01
05:52:59 PM   1132.32      0.00      1.01
05:53:01 PM     63.08      0.00      2.05
05:53:03 PM    -56.57      0.00      1.52
05:53:05 PM  -1387.82      0.00      1.52
05:53:07 PM    503.03      0.00      1.52
05:53:09 PM   1072.86      0.00      2.01
05:53:11 PM  -1137.06      0.00      1.02
05:53:13 PM    -66.15      0.00      1.03
05:53:15 PM   1159.30      0.00      3.02
05:53:17 PM     30.00      0.00      1.00
05:53:19 PM      4.06      0.00      1.52
05:53:21 PM     63.13      0.00      2.02
05:53:23 PM    -30.96      0.00      1.02
05:53:25 PM     20.81      0.00      1.52
05:53:27 PM    -48.50      0.00      2.00
05:53:29 PM   -122.96      0.00      1.53
05:53:31 PM    246.73      0.00      2.51
05:53:33 PM    -61.81      0.00      1.01
05:53:35 PM     78.89      0.00      1.51
05:53:37 PM    -54.27      0.00      2.01
05:53:39 PM     12.94      0.00      1.00
05:53:41 PM    -74.49      0.00      0.51
05:53:43 PM     76.53      0.00      1.53
05:53:45 PM     10.55      0.00      2.01
05:53:47 PM    109.14      0.00      1.52
05:53:49 PM    -41.71      0.00      1.51
05:53:51 PM    117.95      0.00      0.51
05:53:53 PM   -163.96      0.00      1.52
05:53:55 PM   -147.21      0.00      2.54
05:53:57 PM  -1076.77      0.00      1.01
05:53:59 PM   1176.00      0.00      1.50
05:54:01 PM   -144.95      0.00      2.02
05:54:03 PM      2.53      0.00      2.53
05:54:05 PM    204.57      0.00      1.02
05:54:07 PM  -1128.28      0.00      1.52
05:54:09 PM   1037.37      0.00      3.03
05:54:11 PM  -1023.86      0.00      1.02
05:54:13 PM     -0.51      0.00      1.52
05:54:15 PM    929.80      0.00      1.01
05:54:17 PM   -180.90      0.00      1.51
05:54:19 PM     61.62      0.00      1.52
05:54:21 PM     47.21      0.00      1.52
05:54:23 PM    -13.71      0.00      1.02
05:54:25 PM     51.76      0.00      1.51
05:54:27 PM    125.25      0.00      2.02
05:54:29 PM    -24.50      0.00      1.00
05:54:31 PM    172.50      0.00      2.00
05:54:33 PM   -123.74      0.00      1.01
05:54:35 PM    -44.39      0.00      2.04
05:54:37 PM    -15.74      0.00      2.03
05:54:39 PM    -15.74      0.00      0.51
05:54:41 PM     48.48      0.00      1.52
05:54:43 PM    -30.30      0.00      1.52
05:54:45 PM      0.00      0.00      1.51
05:54:47 PM    -93.85      0.00      1.54
05:54:49 PM    -15.82      0.00      2.04
05:54:51 PM     78.11      0.00      1.99
05:54:53 PM     75.63      0.00      1.52
05:54:55 PM   -166.33      0.00      0.50
05:54:57 PM  -1242.71      0.00      1.51
05:54:59 PM   1165.31      0.00      1.53
05:55:01 PM    154.55      0.00      2.02
05:55:03 PM      4.50      0.00      1.50
05:55:05 PM     57.29      0.00      2.01
05:55:07 PM  -1098.50      0.00      2.50
05:55:09 PM   1121.32      0.00      2.03
05:55:11 PM  -1663.13      0.00      1.01
05:55:13 PM    312.12      0.00      1.01
05:55:15 PM   1317.77      0.00      2.03
05:55:17 PM     48.99      0.00      1.01
05:55:19 PM    -92.00      0.00      1.50
05:55:21 PM     76.65      0.00      1.02
05:55:23 PM     15.23      0.00      2.03
05:55:25 PM    125.89      0.00      2.03
05:55:27 PM      0.51      0.00      1.01
05:55:29 PM    -29.00      0.00      1.50
05:55:31 PM     49.24      0.00      1.52
05:55:33 PM    -50.00      0.00      2.02
05:55:35 PM     13.57      0.00      1.01
05:55:37 PM   -125.76      0.00      0.51
05:55:39 PM    121.72      0.00      1.01
05:55:41 PM     46.97      0.00      1.52
05:55:43 PM    -14.57      0.00      1.51
05:55:45 PM     93.97      0.00      1.51
05:55:47 PM   -122.73      0.00      1.01
05:55:49 PM     94.95      0.00      2.02
05:55:51 PM     65.48      0.00      1.02
05:55:53 PM    -29.00      0.00      1.50
05:55:55 PM    -77.78      0.00      2.02
05:55:57 PM  -1152.28      0.00      2.03
05:55:59 PM   1003.02      0.00      1.01
05:56:01 PM     26.40      0.00      2.54
05:56:03 PM    -44.72      0.00      2.01
05:56:05 PM    113.13      0.00      2.02
05:56:07 PM  -1270.20      0.00      1.52
05:56:09 PM   1124.00      0.00      1.50
05:56:11 PM  -1067.86      0.00      1.02
05:56:13 PM     29.59      0.00      1.53
05:56:15 PM    936.55      0.00      2.03
05:56:17 PM    -59.50      0.00      2.00
05:56:19 PM     97.47      0.00      1.01
05:56:21 PM    128.64      0.00      1.51
05:56:23 PM   -206.57      0.00      1.01
05:56:25 PM     94.97      0.00      1.51
05:56:27 PM     35.68      0.00      1.01
05:56:29 PM    -63.78      0.00      1.53
05:56:31 PM      1.00      0.00      2.00
05:56:33 PM     79.70      0.00      1.02
05:56:35 PM    -46.23      0.00      1.51
05:56:37 PM   -156.85      0.00      1.52
05:56:39 PM    125.50      0.00      1.00
05:56:41 PM      2.53      0.00      1.52
05:56:43 PM     54.23      0.00      1.49
05:56:45 PM    -14.14      0.00      2.53
05:56:47 PM   -110.00      0.00      1.00
05:56:49 PM     -0.50      0.00      1.51
05:56:51 PM     80.20      0.00      0.00
05:56:53 PM   -126.13      0.00      2.01
05:56:55 PM    113.71      0.00      1.52
05:56:57 PM  -1264.97      0.00      1.02
05:56:59 PM   1281.73      0.00      1.52
05:57:01 PM   -104.55      0.00      3.03
05:57:03 PM    124.12      0.00      2.01
05:57:05 PM  -1489.39      0.00      2.02
05:57:07 PM    419.70      0.00      2.02
05:57:09 PM    970.56      0.00      2.03
05:57:11 PM  -1202.01      0.00      1.01
05:57:13 PM    -33.17      0.00      1.01
05:57:15 PM   1026.40      0.00      2.03
05:57:17 PM    126.13      0.00      2.01
05:57:19 PM    -30.10      0.00      1.53
05:57:21 PM     15.50      0.00      1.00
05:57:23 PM     29.29      0.00      1.01
05:57:25 PM     64.29      0.00      2.55
05:57:27 PM    -36.50      0.00      0.50
05:57:29 PM    -41.92      0.00      1.01
05:57:31 PM      0.00      0.00      1.52
05:57:33 PM     63.64      0.00      1.52
05:57:35 PM    110.05      0.00      2.01
05:57:37 PM    -44.72      0.00      1.51
05:57:39 PM    121.21      0.00      1.01
05:57:41 PM    -30.00      0.00      2.00
05:57:43 PM    -22.22      0.00      1.01
05:57:45 PM    -15.08      0.00      2.01
05:57:47 PM     10.05      0.00      1.01
05:57:49 PM     32.32      0.00      1.01
05:57:51 PM      3.05      0.00      1.52
05:57:53 PM     29.35      0.00      1.49
05:57:55 PM   -150.51      0.00      1.52
05:57:57 PM  -1237.31      0.00      1.00
05:57:59 PM   1254.08      0.00      2.04
05:58:01 PM    -91.46      0.00      2.01
05:58:03 PM     77.78      0.00      2.53
05:58:05 PM    -96.45      0.00      1.52
05:58:07 PM  -1033.84      0.00      1.01
05:58:09 PM    987.88      0.00      3.03
05:58:11 PM  -1107.54      0.00      1.01
05:58:13 PM    109.55      0.00      2.01
05:58:15 PM   1134.01      0.00      1.52
05:58:17 PM     44.72      0.00      1.51
05:58:19 PM      0.50      0.00      1.00
05:58:21 PM    -14.57      0.00      1.01
05:58:23 PM     43.72      0.00      2.51
05:58:25 PM    -89.85      0.00      1.52
05:58:27 PM    188.38      0.00      1.52
05:58:29 PM   -100.51      0.00      1.02
05:58:31 PM     46.50      0.00      2.50
05:58:33 PM    -62.63      0.00      1.52
05:58:35 PM      0.50      0.00      1.01
05:58:37 PM    -30.10      0.00      2.04
05:58:39 PM     17.59      0.00      1.51
05:58:41 PM    113.07      0.00      1.01
05:58:43 PM    -18.18      0.00      1.52
05:58:45 PM    -14.65      0.00      1.52
05:58:47 PM    -44.22      0.00      1.51
05:58:49 PM     31.82      0.00      0.51
05:58:51 PM   -117.50      0.00      2.00
05:58:53 PM    -80.20      0.00      1.52
05:58:55 PM    140.00      0.00      2.00
05:58:57 PM  -1032.14      0.00      2.04
05:58:59 PM   1085.64      0.00      0.51
05:59:01 PM    -30.50      0.00      2.50
05:59:03 PM     -1.52      0.00      2.02
05:59:05 PM  -1702.01      0.00      1.51
05:59:07 PM    490.40      0.00      1.01
05:59:09 PM   1084.42      0.00      2.01
05:59:11 PM  -1144.95      0.00      2.02
05:59:13 PM    172.00      0.00      1.50
05:59:15 PM    908.54      0.00      1.51
05:59:17 PM    -43.50      0.00      1.00
05:59:19 PM    174.11      0.00      1.52
05:59:21 PM   -234.67      0.00      1.51
05:59:23 PM    138.19      0.00      1.51
05:59:25 PM     78.68      0.00      1.02
05:59:27 PM -34953.77      0.00     20.10
05:59:29 PM   -125.89      0.00     10.15
05:59:31 PM    -74.50      0.00      2.00
05:59:33 PM     75.50      0.00      1.00
05:59:35 PM   -906.60      0.00      2.03
05:59:37 PM    964.14      0.00      0.51
05:59:39 PM     13.13      0.00      1.52
05:59:41 PM    -75.00      0.00      1.53
05:59:43 PM     75.62      0.00      1.99
05:59:45 PM      2.01      0.00      2.01
05:59:47 PM    -46.46      0.00      1.01
05:59:49 PM    -59.09      0.00      1.01
05:59:51 PM     94.97      0.00      1.51
05:59:53 PM    -31.31      0.00      2.02
05:59:55 PM    140.70      0.00      0.50
05:59:57 PM  -1253.33      0.00      1.54
05:59:59 PM   1110.05      0.00      1.51
06:00:01 PM    110.66      0.00      3.05
06:00:03 PM   -205.56      0.00      3.03
06:00:05 PM  -1528.64      0.00      0.50
06:00:07 PM    394.42      0.00      1.02
06:00:09 PM   1146.77      0.00      1.99
06:00:11 PM  -1167.51      0.00      1.02
06:00:13 PM     94.95      0.00      1.52
06:00:15 PM   1252.26      0.00      1.01
06:00:17 PM   -154.77      0.00      3.02
06:00:19 PM    158.88      0.00      1.02
06:00:21 PM    -62.44      0.00      2.03
06:00:23 PM     50.00      0.00      1.01
06:00:25 PM    -16.41      0.00      2.05
06:00:27 PM    -78.79      0.00      1.52
06:00:29 PM    -89.45      0.00      0.50
06:00:31 PM    150.00      0.00      2.55
06:00:33 PM    -15.00      0.00      1.50
06:00:35 PM    -77.39      0.00      1.01
06:00:37 PM     14.00      0.00      1.50
06:00:39 PM     30.46      0.00      1.02
06:00:41 PM   -109.05      0.00      2.51
06:00:43 PM    -29.95      0.00      1.52
06:00:45 PM     77.78      0.00      1.01
06:00:47 PM     -2.01      0.00      0.50
06:00:49 PM     94.47      0.00      2.51
06:00:51 PM    -47.50      0.00      2.00
06:00:53 PM    -57.07      0.00      1.01
